"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","btn href","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55054/thumb_NxwqK6D8Fko9-1778593922.png","Arista Networks","Stand No- H2.2-D48, 2.2","Germany","Arista Networks is an industry leader in data-driven, client to cloud networking for large data center/AI, campus and routing environments. Arista’s award-winning platforms deliver availability, agility, automation, analytics an ...","5G & Telecommunications","Big Data & Analytics","AgriTech & FoodTech","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/arista-networks","Digital Finance","Data Centres","Cybersecurity","Cloud Solutions","Cloud Solutions","Data Centres","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/arista-networks"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57208/thumb_BDXudWiSQIeh-1779100550.png","Ark-x","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","Hire AI-fluent tech talent specialized in Software, Data, AI & Salesforce — pre-verified, productive in weeks, trained to be remote-ready: English, cultural fit, compliance-by-design (EU AI Act, GDPR).

For ESNs and  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ark-x","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54090/2054_54090_53011_1206.png","AROCOM IT SOLUTIONS PVT LTD","Stand No- H4.2-E52, H4.2-E53, 4.2","India","Arocom is a premier solution engineering firm specializing in the high-stakes technologies defining the modern economy. We bridge the gap between technical complexity and business strategy through comprehensive expertise in Artifi ...","Cloud Services","Coding and Development","HealthTech","Artificial Intelligence","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/arocom-it-solutions-pvt-ltd","Software Services","Neural Networks","Predictive APIs","Artificial Intelligence","Backend Development","Cloud Computing","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/arocom-it-solutions-pvt-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57249/thumb_ulFxeBNGOW4Z-1779116569.png","Arqit Ltd","Stand No- H2.2-D47, 2.2","United Kingdom","Arqit Quantum Inc. secures the world’s most critical data with quantum-safe encryption software. Simple, scalable, and compliant, its products integrate with existing infrastructure, and requires no rip and replace of hardware.  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/arqit-ltd","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57199/thumb_T7yHFaC1isXo-1778770574.png","ARRABET HOLDING","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","Arrabet Holding is a Moroccan-born technology group founded in 2021 by Mohamed Benboubker and Youssef El Alaoui, entrepreneurs with deep roots in digital transformation and innovation across Africa. The holding was created to cons ...","Software Product","Software Services","Coding and Development","Retail Tech","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/arrabet-holding","Backend Development","Cloud Computing","Cloud Kubernetes","Devops","Enterprise Applications","Frontend Development","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/arrabet-holding"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56926/pDCEmuh7M6O9-1778584721.png","Asista Software Solutions Pvt. Ltd","Stand No- H4.2-C117, H4.2-C118, 4.2","United States of America","Asista is a specialized software product company that engineers autonomous Agentic AI +Mathematical Solvers  to revolutionize enterprise decision-making and operational workflows. We empower global manufacturers to transition from ...","Artificial Intelligence","Software Product","Smart Manufacturing","Planning and Optimization","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/asista-software-solutions-pvt-ltd","Digital Twin & Simulation","Energy Management & Sustainability","Intelligent Supply Chain","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57435/thumb_SJG6F1mNuR3w-1779780083.png","Asseco Poland","Stand No- H2.2-D65, 2.2","Poland","Asseco Poland is a leading Polish IT company specializing in the development and delivery of proprietary software and advanced digital solutions for financial institutions, enterprises, and the public sector. Founded in 1991 and h ...","Software Product","Software Services","Business & professional services","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/asseco-poland","Digital Finance","Customer Relationship Management - CRM","Open Banking / API","Research & Development","Transactional Platforms","Business Intelligence Solutions","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/asseco-poland"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57319/thumb_EG0Ash1ceIWT-1779301493.png","ASTI AUTOMATION SRL","Stand No- H4.2-B80, 4.2","Romania","For over 30 years, Asti Automation has bridged the skills gap in industrial automation, robotics, and mechatronics. As a top provider of technical training, we equip individuals and organizations with knowledge, tools, and hands-o ...","Smart Manufacturing","Education Tech","Animation & Simulation","Artificial Intelligence & IOT","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/asti-automation-srl","Hardware Resources","STEAM Education & Robotics","Vocational Training – Software & Hardware","Digital Twin & Simulation","Energy Management & Sustainability","Factory Automation","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/asti-automation-srl"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57050/thumb_i1240GkPVKgs-1779287088.png","Astrape Networks","Stand No- H4.2-B70, 4.2","Netherlands","Astrape Networks is a European deep-tech company pioneering programmable physical-layer networking for AI and modern data centers.
Today’s data centers rely on four separate, static networks—AI/HPC, storage, applications ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/astrape-networks","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56754/thumb_NilQybfjGJdu-1778779198.png","ASYMMETRICA S.R.L","Stand No- H4.2-B60, 4.2","Italy","Asymmetrica is a technology company that develops intelligent platforms and solutions to transform urban and complex-system data into decision-making tools. We help cities, public institutions and organizations move from fragmente ...","Future Mobility & Transportation","Smart Cities","Sustainability & Green Climate - Tech","Connected Mobility Solutions","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/asymmetrica-s-r-l","Data, IoT, Ai,  RFID, Embedded Systems","Fleet Management","ICT, Network Communications, Cloud","Micromobility & E-Mobility","Mobility As A Service - Maas","Public Safety & Security","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/asymmetrica-s-r-l"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56493/thumb_3yOZaIkwFvBo-1778576922.png","Athenian Tech Limited","Stand No- TBC, TBC","United Kingdom","Athenian Tech is a cybersecurity and threat intelligence company focused on helping organizations identify, monitor, and mitigate digital risks. We specialize in AI-powered threat intelligence, digital risk monitoring, attack surf ...","Cyber security","Security Architecture & Design","Ransomware","Phishing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/athenian-tech-limited","Operations Security","Network & Infrastructure Security","Legal, Regulations, Investigations & Compliance","Intrusion Detection & Penetration Testing","Endpoint Protection & Mobile Security","Data Governance, Risk & Compliance","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/athenian-tech-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Attitude Group Ltd.","Stand No- TBC, 4.2","United Kingdom","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/attitude-group-ltd-","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Aura Labs","Stand No- H4.2-G24, 4.2","Germany","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/aura-labs","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57005/thumb_yz13fSJiDQER-1779277869.png","Austria Wirtschaftsservice Gesellschaft mbH","Stand No- H4.2-C40, 4.2","Austria","Austria Wirtschaftsservice Gesellschaft mbH (aws) is the promotional bank of the Austrian federal government.
It supports companies in implementing their innovative projects by offering soft loans, grants and guarantees, par ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/austria-wirtschaftsservice-gesellschaft-mbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57003/thumb_wBXGnvdtHRbu-1779438121.png","Austrian Business Agency GmbH","Stand No- H4.2-C40, 4.2","Austria","ABA?Invest in Austria is the official investment promotion agency of the Republic of Austria and a subsidiary of the Federal Ministry for Economic Affairs, Energy and Tourism (BMWET). It provides free, tailor?made and confidential ...","Business & professional services","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/austrian-business-agency-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57357/thumb_Uc4nGtZrm0Vi-1779371865.png","Authority Partners","Stand No- H2.2-B90, 2.2","United States of America","Authority Partners was founded on a lifelong passion for programming and its ability to change the face of enterprise. Doing anything less was inconceivable.

Our achievements were realized early on in partnership with ...","HealthTech","Software Services","Coding and Development","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/authority-partners","Consumer Tech, Smart Home & Smart Workplace","Chatbots / Virtual Assistant","Machine Learning","Applications including Development, Deployment & Design","Consultancy","Artificial Intelligence","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/authority-partners"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55555/thumb_84CmOkINjAKu-1778684599.png","AWL-Electricity","Stand No- H4.2-G57, 4.2","Canada","AWL-Electricity has developed a next-generation wireless power transfer (WPT) solution that occupies the optimal spot between range, power output, and efficiency. Overcoming the limitations of traditional resonant induction and RF ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/awl-electricity","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55567/thumb_gwB8X2LDM3Gy-1777987088.png","Baden-Württemberg International GmbH","Stand No- H4.2-E46 to H4.2-E51, 4.2","Germany","Baden-Württemberg International is the central location marketing agency for business and science in and for Baden-Württemberg. At BW_i, we see ourselves as an organisation that shapes the future using a proactive and integrated ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/baden-wrttemberg-international-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Banner Name","Stand No- DTWC-01","United Arab Emirates","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/banner-name","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56604/thumb_5zxYviuhlBZ0-1777369597.png","BasePeak","Stand No- H4.2-C60, 4.2","Germany","Building the sovereign digital workspace for seamless collaboration of Humans and AI Agents.

At BasePeak, we're pairing an Agentic AI Framework and Agent Builder with a Digital Workspace Orchestration platform to form ...","Artificial Intelligence","Smart Cities","Software Product","Software Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/basepeak","Cloud Services","Chatbots / Virtual Assistant","Computer Vision","Data Extraction","Planning and Optimization","Speech Recognition","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/basepeak"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56846/thumb_eo95HthjU4Wf-1779441261.png","Bayesline Labs","Stand No- H4.2-E29, 4.2","Singapore","Bayesline Labs Pte. Ltd., trading as eomer, is a Singapore-based AI company building bespoke foundation-model-driven forecasting solutions for structured and time-series data. Its technology helps enterprises forecast operational  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/bayesline-labs","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","BC Skills group","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/bc-skills-group","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57394/thumb_YwmgRsivXD2u-1779422014.png","Beijing Innovation Center of Humanoid Robotics Co., Ltd","Stand No- H2.2-B60, 2.2","China","Beijing Innovation Center of Humanoid Robotics Co., Ltd. (X-Humanoid)
China's first full-stack technology company specializing in embodied intelligence, dedicated to core R&D and ecosystem development for embodied intelligen ...","Artificial Intelligence","Humanoids & Humanoid Robots","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/beijing-innovation-center-of-humanoid-robotics-co-ltd","","","","","","","",""
