"toggler","stand","country","img-holder src","additional","visit-us 2","button","button href","button href 2","categories","subcategory","subcategory href","divider","subcategory 2","subcategory href 2","divider 2","subcategory 3","subcategory href 3","divider 3","subcategory 4","subcategory href 4"
"Asia Prima Konjac, PT","C3T26","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3T26","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/94/67/exhibitor319467-596.html","","","","","","","","","","","",""
"AstaReal Pte Ltd.","B3G20","Singapore","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","AstaReal is the pioneer and expert in natural astaxanthin cultivation, R&D and clinical science. For 30 years, AstaReal® astaxanthin has been the choice for leading supplement brands around the world. If you’re interested to develop products for food, beverage, dietary and pet supplements, we offer AstaReal® astaxanthin in a variety of specialized forms. Proudly made in Sweden, USA and Japan.","stand B3G20","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/74/75/exhibitor277475-596.html","Categories:","Astaxanthin","https://www.ingredientsnetwork.com/astaxanthin-code015669.html","|","Beverages / Juices","https://www.ingredientsnetwork.com/beverages-juices-code016114.html","|","Dietary supplements","https://www.ingredientsnetwork.com/dietary-supplements-code016133.html","|","Other Specialised Finished Products","https://www.ingredientsnetwork.com/other-specialised-finished-products-code016145.html"
"Avebe (Far East) Pte Ltd","A2F28","Singapore","https://www.ingredientsnetwork.com/Avebe%20royal%20logo-comp256413.jpg","Royal Avebe is a market-oriented cooperative of starch-potato growers. Traditionally we only focused on extracting starch from the potatoes. However, by developing innovative methods we now also extract proteins from potatoes that are intended for the food industry. But there is more..... We take responsibility for the whole process, from crop to shop. To us a potato is a source of opportunities, with even more ingredients that can be turned into value. In other words, if it's in there, we'll extract it! We are on top of trends, and our international experts help food producers worldwide with the right application of our potato-based ingredients. From (plant-based) desserts with the perfect texture and taste, to cheese with the desired stretch and melt, we strive to eliminate allergies, e-numbers and unnatural additives with our potato-based ingredients.







Want to know more? Visit our website www.avebe.com","stand A2F28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/64/13/exhibitor256413-596.html","Categories:","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html","|","Dietary Fibres, Prebiotics","https://www.ingredientsnetwork.com/dietary-fibres-prebiotics-code015775.html","|","Egg replacer","https://www.ingredientsnetwork.com/egg-replacer-code015910.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html"
"Avi Agri Business Limited","A1A06","India","https://www.ingredientsnetwork.com/AV%20Group_logo-comp270211.png","Avi Agri Business Limited(AABL) was incorporated in the year 2009 and
established its manufacturing facilities in 2010 in the soybean growing belt of
Central India.  It  has  one
of the largest  in India, in addition to the solvent extraction facilities  for  crushing
of Non-GMO Soybean at a rated capacity of 1400 MT per day and  refining capacity of 300 MT per day to
manufacture Non-GMO Soya value
added products and soya refined oil respectively as per international standards. AABL's export destinations are to
various countries of Europe, CIS, Australia, South America, Africa, GCC, Far
East and South Asia.   
AABL has various quality certifications like  etc. and also holds the status of three star
export house from Government of India and is also recipient of various awards
from Federation of Indian Export Organisations (FIEO) for its excellence in
exports.","stand A1A06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/02/11/exhibitor270211-596.html","Categories:","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Fats & Oils","https://www.ingredientsnetwork.com/fats-oils-code015808.html","|","Fish oil","https://www.ingredientsnetwork.com/fish-oil-code015812.html","|","Lecithins","https://www.ingredientsnetwork.com/lecithins-code015451.html"
"Azelis Indonesia Distribusi,PT","B1B06","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B1B06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/30/48/57/exhibitor304857-596.html","","","","","","","","","","","",""
"BAHTERA ADI JAYA,PT","C1N37","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1N37","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/78/51/exhibitor477851-596.html","","","","","","","","","","","",""
"Baichuan Bio-Technology Co.,Ltd.","D2D14","China","https://www.ingredientsnetwork.com/baichuan-comp267949.jpg","Baichuan Bio-Technology Company is the largest International Leading Manufacture and Exporter of NON-GMO Soya Fiber Protein. It has embarked rich experience for more than eight years on research and mass production of Soya Fiber Protein (SFP), who creates the precedent of the application for Soya Fiber Protein in Meat, Snack Soya Products & Vegetarian Food, leading the marketing trend in the World Healthy Diet.

Production line of Soy Fiber Protein: 24 lines, with production equipments: 200 sets

Patented Technology: 51 items

Management System: HACCP, OHSAS18001, ISO14001","stand D2D14","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/79/49/exhibitor267949-596.html","Categories:","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Meat replacer","https://www.ingredientsnetwork.com/meat-replacer-code015912.html","|","Other Dietary Fibres","https://www.ingredientsnetwork.com/other-dietary-fibres-code015793.html","|","Other Proteins - Plant","https://www.ingredientsnetwork.com/other-proteins-plant-code016019.html"
"BanaGel Company Limited","D1F34","Thailand","https://www.ingredientsnetwork.com/banagel-gelatin-comp314006.png","We are a tailor-made producing gelatin derived from bovine bone and skin, and fish scale and skin with total production capacity of 3,000 MT per year. 







Our team has years of experiences in working closely with food and pharmaceutical manufacturer to formulate and develop various grades of  to suit all the needs and at the same time, we also help them solving problems encountered with gelatin applications.We carefully choose our raw materials with effective quality control procedures that conform to the international standard such as GMIA and GME.



 produces  derived from bovine skin & bone and also fish skin & scale. We can wide range of specifications that will suit every specific application such as gelatin capsule, softgel, tablet coating, gummy, marshmallow, candy, yogurt, pantball and etc.


We are constantly new to stay consistent in order to meet the customers’ needs and to answer the needs of use in each industry.


 has years of experience working closely with customers to formulate and develop various  grades to suit all their needs and also help them solving problems they encountered with gelatin applications. We are ready to innovate, develop and produce gelatin to answer all the customers’ needs whether they are food or pharmaceutical applications, we can have  specifically for all their needs.
 Banagel posses high-standard gelatin quality control with international qualified production processes and technology that meet the requirements of the national and international quality control organizations, and also certified with ISO 9001:2015, FSSC 22000, Kosher, and HALAL CERTIFICATION marks.   We surely comply with laws and safety regulations in providing quality services.","stand D1F34","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/40/06/exhibitor314006-596.html","Categories:","Collagen - Bovine","https://www.ingredientsnetwork.com/collagen-bovine-code015998.html","|","Collagen - Fish & Shellfish","https://www.ingredientsnetwork.com/collagen-fish-shellfish-code015999.html","|","Other Proteins - Animal","https://www.ingredientsnetwork.com/other-proteins-animal-code016011.html","|","Rennet","https://www.ingredientsnetwork.com/rennet-code015989.html"
"Bangja Inti Ingridien, PT","B2G06","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B2G06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/35/36/exhibitor273536-596.html","","","","","","","","","","","",""
"Baoding Weijia Food Ingredients Co.,Ltd","D2B29","China","https://www.ingredientsnetwork.com/c269048img_XL-comp269048.jpg","","stand D2B29","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/90/48/exhibitor269048-596.html","Categories:","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Flavouring substances","https://www.ingredientsnetwork.com/flavouring-substances-code015486.html","|","Flavourings","https://www.ingredientsnetwork.com/flavourings-code015485.html","|","Glutamic acid - glutamates","https://www.ingredientsnetwork.com/glutamic-acid-glutamates-code015480.html"
"Baolingbao Biology Co., Ltd.","B2J12","China","https://www.ingredientsnetwork.com/c249440img_XL-comp249440.jpg","Baolingbao Biology Co Ltd, a leading manufacturer of corn based health and food ingredients. Baolingbao has been using innovative technology to transform maize and sugar into value-added ingredients for customers in the food, dairy, beverage, pharmaceutical animal feed and cosmetics.

	Baolingbao was established in 1997 and listed in  Chinese stock market in 2009. The initial product is IMO (Isomaltooligosacchrides) which is a good prebiotic. Over the years, many new type products have been developed such like Erythritol, High Fructose Syrup, Polydextrose, FOS, GOS,etc. Today, Baolingbao produces a wide range of products for  the fields of foods and beverage, pharmaceuticals, cosmetics, etc. Always striving for higher quality, Baolingbao's products are well accepted by the customers.

	“Work for your profit, Care for your health” is Baolingbao's mission. Baolingbao is trying the best to learn cutting-edge technology, and then it adds the value to the products by the technology. That meets the wishes of cultivators. At the same time, Baolingbao provides the health products to the society.","stand B2J12","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/94/40/exhibitor249440-596.html","Categories:","Carbohydrates, Sugars","https://www.ingredientsnetwork.com/carbohydrates-sugars-code015722.html","|","Corn syrup","https://www.ingredientsnetwork.com/corn-syrup-code016062.html","|","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html","|","Erythritol","https://www.ingredientsnetwork.com/erythritol-code015515.html"
"BATANG ALUM INDUSTRIE, PT","D2A28","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D2A28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/17/02/exhibitor481702-596.html","","","","","","","","","","","",""
"BEHN MEYER CHEMICALS,PT","B2H06","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B2H06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/70/80/exhibitor477080-596.html","","","","","","","","","","","",""
