company name,location,Booth: 1E-C02   |   Hall of Fame - Digital Entertainment   |   ,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,,Other Certificates,supplier_url,exhibitor_url,Booth: 1A-C09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1CON-020   |   Hall of Fame - Power & Accessories   |   ,Booth: 3B-C02   |   Personal Electronics   |   ,Booth: 1A-D10   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-B13   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-C10   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-A13   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-014   |   RISE Avenue   |   ,Booth: 1B-D08   |   Hall of Fame - Gadgets World   |   ,Booth: 3C-A02   |   Personal Electronics   |   ,Booth: 1CON-017   |   RISE Avenue   |   ,Booth: 1D-B14   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-003   |   RISE Avenue   |   ,Booth: 1C-C02   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 3D-D24   |   Audio Visual Products   |   ,Booth: 1CON-025   |   Hall of Fame - Home Tech   |   ,Booth: 1CON-022   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A04   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D04   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-D06   |   Hall of Fame - Home Tech   |   ,Booth: 1A-B18   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D20   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-A08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A10   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-D05   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-D21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A26   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B08   |   Hall of Fame - Home Tech   |   ,Booth: 1A-C22   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E25   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C09   |   Hall of Fame - Gadgets World   |   ,Booth: 3D-B17   |   Audio Visual Products   |   ,Booth: 1C-D18   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D17   |   Hall of Fame - Home Tech   |   ,Booth: 3B-B01   |   Security Products   |   ,Booth: 1C-A09   |   Hall of Fame - Gadgets World   |   ,Booth: 3E-B12   |   Audio Visual Products   |   ,Booth: 1E-D23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-E21   |   Hall of Fame - Home Tech   |   ,Booth: 1B-C24   |   Hall of Fame - Home Tech   |   ,Booth: 3F-G28   |   Home Appliances   |   ,Booth: 1A-A09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 3G-A32   |   Home Appliances   |   ,Booth: CH-K04   |   Tech Hall   |   ,Booth: 3F-G04   |   Home Appliances   |   ,Booth: 3D-E13   |   Audio Visual Products   |   ,Booth: 3G-B27   |   Home Appliances   |   ,Booth: 3F-D03   |   Beauty & Healthcare Electronics   |   ,Booth: 3C-A28   |   Personal Electronics   |   ,Booth: 3D-B06   |   Audio Visual Products   |   ,Booth: 3C-A12   |   Personal Electronics   |   ,Booth: 3D-B01   |   Automotive & In-Vehicle Electronics   |   ,Booth: 3C-C27   |   Personal Electronics   |   ,Booth: 3B-C07   |   Personal Electronics   |   ,Booth: 3D-C23   |   Audio Visual Products   |   ,Booth: 3G-B03   |   Home Appliances   |   ,Booth: 3B-B05   |   Security Products   |   ,Booth: 3C-B20   |   Telecommunications Products   |   ,Booth: 5C-D24   |   Electronic Accessories and Mobile Electronics   |   ,Booth: GH-D14   |   Future Industries Zone   |   ,Booth: 3G-B15   |   Home Appliances   |   ,Booth: 3F-D16   |   Beauty & Healthcare Electronics   |   ,Booth: 3E-B05   |   Audio Visual Products   |   ,Booth: 3B-C26   |   Personal Electronics   |   ,Booth: 5C-C21   |   Group Pavilion   |   Taiwan Pavilion,Booth: 5C-D19   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3B-B19   |   Security Products   |   ,Booth: 5C-E18   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3G-A18   |   Home Appliances   |   ,Booth: 3F-F19   |   Home Appliances   |   ,Booth: 3B-C16   |   Personal Electronics   |   ,Booth: 3E-A07   |   Audio Visual Products   |   ,Booth: 3D-C08   |   Audio Visual Products   |   ,Booth: 3G-B18   |   Home Appliances   |   ,Booth: 3G-D02   |   Home Appliances   |   ,Booth: 3G-C34   |   Connected Home   |   ,Booth: 5C-B06   |   Group Pavilion   |   Taiwan Pavilion,Booth: 3G-D08   |   Home Appliances   |   ,Booth: 3E-E22   |   Audio Visual Products   |   ,Booth: 3G-A17   |   Home Appliances   |   ,Booth: 3F-C17   |   Beauty & Healthcare Electronics   |   ,Booth: 3G-A16   |   Home Appliances   |   ,Booth: 5C-F17   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3C-E16   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5C-D22   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-C07   |   Beauty & Healthcare Electronics   |   ,Booth: 5C-D06   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-F23   |   Pet Electronics   |   ,Booth: 3G-C06   |   Group Pavilion   |   
"Shenzhen MeiDong Acoustics Co., Ltd.",Chinese Mainland    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-MeiDong-Acoustics-Co-Ltd/1X076UH1,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063A0Q?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Sunfor Technology Co., Ltd.",Chinese Mainland,,"Shenzhen Sunfor Technology Co. ,LTD, which was founded in 2012. It is one of the earliest high tech enterprises to develop and manufacture digital door viewers. Our factory is located in Shenzhen China, with an area about 1200, now we mainly produce digital door viewer, video doorbell and electric tire Inflator.","Wholesaler, Exporter, Distributor, Buying Office, Export Agent, Department Store, Import Agent, Buying Cooperative, Retailer, Importer, Service Company, Chain Store, Shopping Mall","UPS / Power Supply, Battery Charger, Charger For Car, Testing Instrument For Electrical / Electronic Product, Car Battery, Vehicle Energy Storage System, Power Bank, Car Charger, UPS / Power Supply, Battery Charger, Charger For Car, Testing Instrument For Electrical / Electronic Product, Car Battery, Vehicle Energy Storage System, Power Bank, Car Charger, UPS / Power Supply, Battery Charger, Charger For Car, Testing Instrument For Electrical / Electronic Product, Car Battery, Vehicle Energy Storage System, Power Bank, Car Charger",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Sunfor-Technology-Co-Ltd/1S00OQYN5,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0066VQZ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Unique Scales Co Ltd,Chinese Mainland    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Unique-Scales-Co-Ltd/1X08G7IX,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064SXH?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taller Electrical Appliance Co., Ltd.",Taiwan,,,Manufacturer,"Dehumidifier, Electric Water Dispenser, Air Conditioner, Air Cooler / Warmer, Air Purifier, Dehumidifier, Electric Water Dispenser, Air Conditioner, Air Cooler / Warmer, Air Purifier, Dehumidifier, Electric Water Dispenser, Air Conditioner, Air Cooler / Warmer, Air Purifier, Dehumidifier, Electric Water Dispenser, Air Conditioner, Air Cooler / Warmer, Air Purifier",Air Purifier,ODM,Taller,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2017 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taller-Electrical-Appliance-Co-Ltd-/1X00G5WP,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0065WIM?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiamen Darius Intelligent Technology Co., Ltd.",Chinese Mainland,,"Xiamen Darius Intelligent Technology Co., Ltd, founded in 2010, is headquartered in the beautiful City---Xiamen. It is positioned as the preferred manufacturer of global intelligent massage and fitness products, with workshop area of around 20,000 square meters and 500 skilled workers. We are a national high-tech enterprise focusing on providing one-stop ODM/OEM customized services such as product research, aesthetic design, function R & D, and standardized manufacturing supply for the world's leading brands of intelligent massage.Darius has devoted into R & D and production of home massage and fitness equipments, leading the trend of global intelligent massage products, and has developed into a company with more than 15 years experience in massage and fitness product development, production and sales, and with a technology R & D team which ranks in the forefront of the industry.","Others, Manufacturer",,,,,,,,,BSCI Audit Report Issued By amfori Type BSCI Valid Date 24 Jun 2024 - 24 Jun 2026 ISO9001 Certificate of Quality Management System Certification Issued By EACC Type - Valid Date 01 Jul 2022 - 30 Jun 2025 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Darius-Intelligent-Technology-Co-Ltd-/1S00O5BPM,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064SLH?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiamen Emoka Health Science & Technology Co Ltd,Chinese Mainland,,,"Exporter, Manufacturer","Massager, Humidifier, Massager, Humidifier, Massager, Humidifier, Massager, Humidifier",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Emoka-Health-Science-Technology-Co-Ltd/1X09E981,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064O19?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Frecom Electronic Co., Ltd.",Chinese Mainland,,,Manufacturer,"Electronic Kitchen Scale, Electronic Bathroom Scale, Electronic Kitchen Scale, Electronic Bathroom Scale, Electronic Kitchen Scale, Electronic Bathroom Scale, Electronic Kitchen Scale, Electronic Bathroom Scale",Coffee Scale、Electronic Baby Scale 、8-Electrode Body Fat Scale 、Pet Scale 、Height Scale 、Smart Bluetooth Scale,"OBM, OEM, ODM",FRECOM,www.frecome.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 Show More,,,CE Issued By - Type - Valid Date (N/A) - (N/A) ROHS Issued By - Type - Valid Date (N/A) - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Frecom-Electronic-Co-Ltd-/1X07T08S,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0066VST?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhejiang Ekang Intelligent Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Ekang-Intelligent-Technology-Co-Ltd/1X0AXMUC,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00682A4?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Hung Yuk Plastic Technology Co., Ltd",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Hung-Yuk-Plastic-Technology-Co-Ltd/1S00O86M0,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064PBE?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isotronic Manufacturing Limited,Hong Kong    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Isotronic-Mfg-Ltd/1X00JEEG,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063SD5?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenic Electric Manufacturing Co., Ltd.",Hong Kong,,,Manufacturer,Electrical Wire & Cable,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KENIC-ELECTRIC-MFG-CO-LTD/1X04SJB4,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061UE0?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ore Smart Technology Co., Limited",Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ore-Smart-Technology-Co-Limited/1X08YUE4,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00625K7?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walito (HK) Manufactory Co., Limited",Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Walito-HK-Manufactory-Co-Limited/1S00OKRZC,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0062B81?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASD (HK) Limited,Hong Kong    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ASD-HK-Limited/1X0A2R0R,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061OD9?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATM Ltd,Hong Kong    |    Factory in:  Chinese Mainland,,"Established in 1990, ATM Limited is a pioneering provider of advanced measuring and testing equipment. With a relentless commitment to innovation and customer-centricity, we have solidified our position as a leading industry provider. Our team of engineers and researchers continuously push technological boundaries, delivering cutting-edge solutions that surpass industry benchmarks. Each product undergoes rigorous testing to ensure impeccable accuracy and reliability. Our global expansion and strategic partnerships enable us to meet the evolving needs of our clientele. At ATM Limited, we prioritize a consultative approach, tailoring solutions to our customers' unique requirements. Our dedicated customer support team ensures seamless communication and assistance. Accredited and certified to the highest industry standards, we foster collaboration through licensing opportunities. Please visit ATM Limited for excellence in measuring and testing equipment.","Manufacturer, Exporter","Watch & Clock, Weather Station, Alarm, Electronic Thermometer, Electronic Timer, Electrical & Electronic Product Testing, Multimeter, Body Temperature Thermometer, Testing Instrument For Electrical / Electronic Product, Electronic Measuring Device","Thermocouple Thermometer, RTD, Digital Thermometer, Temperature & Humidity Datalogger, Type K Thermocouple Accessories, Remote Wall Clock, IN/OUT Hygrometer, MultiMeter, Air Pressure Meter, Anemometer, PH Meter, Weather Station, Digital Timer","ODM, OEM","ATM,PDFlog",www.atmltd.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2017 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ATM-Ltd/1X000OOC,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061NJS?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broad Win International Limited,Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Broad-Win-International-Limited/1X0B3G2M,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00628MY?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Partner Limited,Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Eastern-Partner-Limited/1X04P9WD,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061O0C?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPI International Limited,Hong Kong    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GPI-International-Limited/1X00054H,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0062DWZ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grandwork Electronics Industry Company Limited,Hong Kong,,,"Manufacturer, Distributor","Aroma Humidifier, Air Purifier, Humidifier, Aroma Humidifier, Air Purifier, Humidifier, Aroma Humidifier, Air Purifier, Humidifier, Aroma Humidifier, Air Purifier, Humidifier, Aroma Humidifier, Air Purifier, Humidifier",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GRANDWORK-ELECTRONICS-INDUSTRY-COMPANY-LIMITED/1X084JQP,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064DJ2?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardman Products Limited,Hong Kong    |    Factory in:  Chinese Mainland,,"Guardman? aims to provide the elderly a wonderful life and live with more dignity based on the brand culture of "" To protect with sincerity, to guard with courtesy "". We strives to develop innovative "" Smart GeronTech Solution"" to solve common problems faced by the elderly around the world such as: Hearing and vision impairment, movement disability, Dementia, Alzheimer, Incontinence, Hypertension etc.","Exporter, Importer, Manufacturer, Distributor","Perimeter Protection System, Social Robot, Monitoring & Communication Products, Sensor & Detector, Doorbell, Smart Home, Smart Watch, Companion and Caring Robot, Alarm, IoT, Perimeter Protection System, Social Robot, Monitoring & Communication Products, Sensor & Detector, Doorbell, Smart Home, Smart Watch, Companion and Caring Robot, Alarm, IoT, Perimeter Protection System, Social Robot, Monitoring & Communication Products, Sensor & Detector, Doorbell, Smart Home, Smart Watch, Companion and Caring Robot, Alarm, IoT, Perimeter Protection System, Social Robot, Monitoring & Communication Products, Sensor & Detector, Doorbell, Smart Home, Smart Watch, Companion and Caring Robot, Alarm, IoT, Perimeter Protection System, Social Robot, Monitoring & Communication Products, Sensor & Detector, Doorbell, Smart Home, Smart Watch, Companion and Caring Robot, Alarm, IoT","Assistive Daily Living Aids for Senior, Hearing and Visual Impairment persons, DIY Wireless IoT Senior HomeCare Alert Notification System, Safety Monitoring System for Residential HomeCare.","OBM, ODM, OEM",GUARDMAN,WWW.GUARDMANPRODUCTS.COM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2021 HKTDC Hong Kong International Medical and Healthcare Fair 2020,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guardman-Products-Limited/1X0B6JZG,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064C66?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift U Idea Limited,Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gift-U-Idea-Ltd-/1S00NZVUN,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063X2X?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitrons Intelligence Limited,Hong Kong    |    Factory in:  Chinese Mainland,,"Hitrons was established in 2023 by semiconductor solution provider HiChS, internationally renowned designer Alan Chan, and top domestic semiconductor technology experts. The company focuses on the research, innovation, and sales of ecologically smart wearable products. In the spring of 2024, the company launched the fashionable AI brand DR H, aiming to build a leading brand in the intelligent wearable industry with ""AI+Health"" as its core, leading the trends of health, fashion, and intelligence.","Manufacturer, Distributor","Microphone, Artificial Intelligence System, Fitness Tracker, Electronic Gadget, IoT, Activity Fitness Tracker, Smart Glasses, Body Temperature Thermometer, Heart Rate Monitor","DR H empowers holistic well-being through smart wearables that blend inner and outer beauty. With modern wellness solutions, we advocate a smart, evolving lifestyle that balances HEALTH, HOME, and HAPPINESS — be well, live well","OEM, ODM","""DR H日月健""",www.drhofficial.com,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) Startup Pavilion at Eureka Park, CES, Las Vegas, January 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition)",,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HITRONS-INTELLIGENCE-LIMITED/1S00OPW8G,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063XRU?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hondy Far East Limited,Hong Kong    |    Factory in:  Chinese Mainland,,"We are the leading clock movement maker in the world and have been in the clock business for over 25 years. We offer a great variety of regular quartz wall and alarm clocks, also radio-controlled analog & digital wall and alarm clocks. Our customers own famous brand names in Europe, the USA, and the Far East.",Manufacturer,Watch & Clock,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hondy-Far-East-Limited/1X00IYTD,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061HAP?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
