company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Company Background,Company Website,Other Certificates,Booth: 1B-F05   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-D12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-B19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-004   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1E-C09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A24   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-F11   |   Hall of Fame - Home Tech   |   ,Booth: 1D-B12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-B02   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-F14   |   Hall of Fame - Home Tech   |   ,Booth: 1C-A02   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C06   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E06   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-E25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B21   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B20   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-A12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D05   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-C22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5B-D04   |   Personal Electronics   |   ,Booth: 5C-B01   |   Personal Electronics   |   ,Booth: 1D-A22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B18   |   Hall of Fame - Home Tech   |   ,Booth: 3G-B35   |   Home Appliances   |   ,Booth: 1A-B04   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-B25   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E26   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5E-A26   |   Health Tech & Fitness   |   ,Booth: 5G-D12   |   Electronic Manufacturing Services (EMS)   |   ,Booth: 5B-D16   |   Personal Electronics   |   ,Booth: 5G-D01   |   Audio Visual Products   |   ,Booth: 3G-B37   |   Home Appliances   |   ,Booth: 3G-C30   |   Home Appliances   |   ,Booth: 5B-E07   |   Personal Electronics   |   ,Booth: 3F-C30   |   Electronic Accessories   |   ,Booth: 5F-G23   |   Audio Visual Products   |   ,Booth: 5B-F29   |   Personal Electronics   |   ,Booth: 3F-F16   |   Home Appliances   |   ,Booth: 3F-F32   |   Home Appliances   |   ,Booth: 3G-D25   |   Home Appliances   |   ,Booth: 3G-D05   |   Home Appliances   |   ,Booth: 3F-E03   |   Electronic Accessories   |   ,Booth: 3F-F35   |   Electronic Accessories   |   ,Booth: 5C-F05   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5E-G09   |   Energy Storage & E-mobility   |   ,Booth: 3F-F43   |   Electronic Accessories   |   ,Booth: 3G-A15   |   Home Appliances   |   ,Booth: 3G-C11   |   Home Appliances   |   ,Booth: 5E-E02   |   Energy Storage & E-mobility   |   
"Hanhong Digital Technology Co., Limited",Hong Kong,,"Exporter, Distributor","Speakers, Digital Audio System, Hi-Fi Equipment","3d Bluetooth Surround Sound, Bluetooth Protable Speaker, Bluetooth Tower Speaker","OBM, ODM",HANHONG AUDIO,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hanhong-Digital-Technology-Co-Limited/1X0ACOME,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PMBH,"Hanhong Digital Technology Co., Ltd. (HDTC) is the first professional manufacturer and exporter introduced 3D Soundbar BT Speaker. Our factory is located in Huixin Industry Park,Fuyong street,Bao'an District, Shenzhen, covering an area around 2250 square meters, with strong R&D teams, around 100 skillful employees, 4 final assembling lines and 2 SMT lines,which make it possible for us to offer high quality products with competitive price.",www.hdtcsz.com,ISO9001:2015 Issued By BCC Type - Valid Date (N/A) - 18 Dec 2023 BSCI Issued By INTERTEK Type - Valid Date (N/A) - 20 May 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HongKong Umedia Limited,Hong Kong,,"Retailer, Private Individual, Buying Office, Distributor, Buying Cooperative, Wholesaler, Department Store, Shopping Mall","Joypad, Console Game, Video Game Accessory, Handheld Video Game",Arcade Game Device Handhold Game Device,ODM,UNICO,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 Global Pavilion at CES, Las Vegas HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition)",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HongKong-Umedia-Limited/1S00OYFYR,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005SCGC,,www.umediatec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hongkong Lianchuang Technology Group Co., Ltd.",Hong Kong,,Manufacturer,"Heater, Humidifier, Electric Fan","Fan, Air Purifier, Heater, Humidifier, Air Cooler","ODM, OEM",Lian,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Lianchuang-Technology-Group-Co-Ltd-/1X00ERM5,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005U5GJ,,https://szlianc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jarvis Smart Co., Limited",Hong Kong,,"Exporter, Distributor",Electric Fan,Violent Turbo Fan,"OBM, ODM",JUFINX,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jarvis-Smart-Co-Ltd/1S00OACK0,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PQ6S,"Jarvis Smart Co., Limited is professional R&D Dash Cam, Mirror Dash cam, Car Baby monitor, Bicycle/Motorcycle Dash cam and other high-tech digital products, mainly provide professional services for the customers and has been cooperating with a lot of international well-known brands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinghao International (HK) Limited,Hong Kong,,"Exporter, Manufacturer","Electronic Gadget, Electronic Blood Pressure Monitor, E-Health",CIC Hearing Aids / OTC Hearing Aids / Programmable Hearing Aids etc.,"ODM, OEM",JINGHAO,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinghao-International-HK-Ltd-/1S00O8V12,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005P198,"Jinghao International (HK) Limited. is the sole listed hearing aids/ hearing amplifier manufacturer in China, with a variety of advanced hearing solutions and over ten years of manufacturing experience.It has made breakthroughs in the OTC hearing aid field, dedicated to bringing the transformative power of technology to improve the lives of more people with hearing loss.",www.jhhearingaids.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jwoodaudio (Hong Kong) Co., Limited",Hong Kong,,"Exporter, Distributor","Public Address System, Hi-Fi Equipment, Speakers","smart network music player,digital receiver","OBM, ODM","Jwood,Zookam",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jwoodaudio-Hong-Kong-Co-Limited/1X06DH0L,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PMCE,"Jwood as born in 2012,when a group of tech-loving audiophiles from around the world got together to develop amazing audio products. The smart home was about to happen,and we wanted to change the way our partners listened to music",www.jwoodaudio.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kang Travel Lndustry (HK) Company Limited,Hong Kong,,"Distributor, Exporter","Electrical Socket, Adaptor, Travel Adapter",Travel Converter,"ODM, OBM",Kantravel,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 electronicAsia 2023 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kang-Travel-Lndustry-HK-Company-Limited/1S00O9F49,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UFPI,,www.jackerypower.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klyde HK Limited,Hong Kong,,"Exporter, Distributor","Car Global Positioning System, Car Radio, Car Entertainment System",Dash Camera; Dash Player,"OBM, ODM","KEHAN,KLYDE",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Klyde-HK-Limited/1S00O99NU,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PM6W,"After 12 years of growing, we have a professional team who are highly experienced in carrying out car audio and security installations for all types of cars. Each member is highly skilled in carrying out the services we offer to a very high standard to ensure that each customer gets the best service.",www.szklyde.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lianchuang Electrical Appliances Group Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Electric Mixer, Juice Extractor, Electric Beater, Food Processor, Electric Coffee Maker","major in mixer, stick blender, meat grinder, juicer, juice extractor, chopper, coffee grinder, meat slicer, food processor ect. All have passed GS, CE, EMC approval, some UL approval","OEM, ODM","lian,liantek",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lianchuang-Electrical-Appliances-Group-Limited/1X00EF4N,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005OYWE,"Liantek Electrical Appliancaes (shenzhen) Co.,Ltd,Is a manufacturer of Lianchuang Electrical Appliances Group Limited,which specialize in household Appliances. we have established excellent and long-term business relationship with customers from all over the world and also gained a good reputation I n the market for high quality,prompt delivery, best service. We also have rich OEM/ODM experience with some famous European brand customers.",www.liantek.com,ISO9001：2015 质量管理体系证书 Issued By - Type - Valid Date (N/A) - (N/A) SA8000-2014 社会责任管理体系认证证书 Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lite Star Interactive Company Limited,Hong Kong,,"Distributor, Department Store, Buying Cooperative, Chain Store, Buying Office","Computer Accessories, Joystick, Headphone, Video Game Accessory, Gaming Accessories","Gaming accessory Racing wheel, Game controller as well as mini console Brand products & OEM/ODM products too.","ODM, OBM, OEM",LITE STAR,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lite-Star-Interactive-Co-Ltd/1X00EXOL,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005OKXP,"Litestar is a pioneer and leading manufacturer for gaming racing wheel, joystick, and accessories, including PS/PS2/PS3/N-64 / XBOX/XBOX360/WII/ANDRIOD and PC accessories, Bluetooth stereo headsets, and other audio products. We are also the MFi licensed manufacturer by Apple. For precise managed our production, ERP system have been used for handling orders, controlling materials, managing roduction and delivery. The ERP system keeps all the need information shared and transmitted precisely and fast to secure the production chain is processed with high efficiency and good quality. We have passed the ISO9001: 2008 quality management system, ISO14001: 2004 Environmental Management System, SA8000: 2008 social responsibility system, and in line with SGS ROHS and REACH testing standards. We are OEM & ODM production base for many world famous brands, and have the capability to meet your various requirements on product concepts, product appearance, tooling development, injection and production. We can turn your ideas into the real products at the first time and make profit for you.",www.litestargame.com,Lite Star Interactive Co Ltd Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Meiyu Electrical Appliance Co., Ltd.",Chinese Mainland,,Exporter,,"POPCORN MAKER,CITRUS JUICER,HAND BLENDER,SANDWICH MAKER/GRILL","OBM, ODM",Meiyu,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2017 Show More,,"ISO 9001 Issued By Guangdong Quality Testing CTC Certification Co., Ltd. Valid Date 24 Jul 2028 ISO 14001 Issued By Guangdong Quality Testing CTC Certification Co., Ltd. Valid Date 05 Sep 2028",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Meiyu-Electrical-Appliance-Co-Ltd/1X05W8WG,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YTJM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ninghai Yingjiao Electrical Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter, Distributor","Transformer, Electrical Wire & Cable, Travel Adapter, Adaptor",Regular Switching Power Adapaters Medical Power Supplies Din Rail Power Supplies Peripheral Modules Battery Chargers LED Power Supplies Enclosed power supplies Power Modules Linear Power Supplies Transformers,"ODM, OEM",YINGJIAO,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) Home InStyle 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninghai-Yingjiao-Electrical-Co-Ltd/1X04TFDE,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005X26G,"Yingjiao Electrical was established in 1995 and is dedicated to the design and development of all types of low voltage power adapters,LED drivers,utilizing scaled manufacturing and global sales to fully serve the world's electronic and electric industries.The core products include switching & linear power adapters,battery chargers,transformers,LED drivers and completely customjizable power solutions,designed for use in telecommunications,IT equipment,consumer electronic devices,security system,automation,medical equipments,smart home,LED lights adn much more. Yingjiao products comply with RoHS,PAHS,REACH,and WEEE standards,Achieve CoC V5 and DoE VI of efficiency level,obtained and maintained UL,cUL,FCC,TUV-GS,CB,CSA,PSE,RCM,KC,EAC,NOM,IRAM,CE,EMC and CCC safety certificates. In addition to our full line of products,Yingjiao offers complete OEM/ODM product development ot meet your invividual requiremnents.",www.yingjiao.com,ISO 9000 Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orango Co., Limited",Hong Kong,,"Exporter, Distributor","Hi-Fi Equipment, Speakers","Bluetooth Speaker,Waterproof Speaker","ODM, OBM","MiBERTE,MAGIN",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Orango-Co-Limited/1X0BAQAK,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W3JC,"Orango is a recognized OEM /ODM manufacturer and Exporter of popular electronics products, such as Tablet PC, Power Bank, Mini Speakers, etc with factory in Shenzhen, China. Founded in 2006 and started from MP3 player, then joined the Tablet PC range, and in 2013 add the power bank catalogue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHM Electrical Appliance (HongKong) Company Limited,Hong Kong,,Manufacturer,"Digital Audio System, Speakers, Hi-Fi Equipment","Karaoke speaker,multimedia speaker,soundbar,","ODM, OEM",RHM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 HKTDC Hong Kong Electronics Fair (Spring Edition) 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2017 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/RHM-Electrical-Appliance-Hongkong-Company-Limited/1X08QO00,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005OC59,,www.rhmspeaker.com,BSCI Issued By Bureau Veritas Type - Valid Date (N/A) - (N/A) ISO9001:2005 Issued By CQC Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sendonglv Electronic Company Limited,Hong Kong,,"Distributor, Exporter","Headphone, Earphone, Headset Hat, Bone Conduction Headphones","ANC headphones，TWS EARPHONE,TWS SPEAKER,earbuds and speakers","OBM, ODM",JINGMIN,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sendonglv-Electronic-Company-Limited/1X07X27N,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V9FI,"Who are our clients PHITEK, Singapore Airlines, Airfrance: ANC headphones ELECOM: Wired and Bluetooth Earphones, Homedics: Bluetooth earphones and speakers, Ministry of sound: Wired and Bluetooth Earphones, Braven: Bluetooth earbuds and speakers",www.soundlv.cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Kep Technology Co., Limited",Hong Kong,,"Exporter, Distributor","Computer Monitor, Video Game Accessory",Computer display screen,"OBM, ODM",Leaderhub,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2015 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2014 HKTDC Hong Kong Electronics Fair (Spring Edition) 2014 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Kep-Technology-Co-Limited/1X07W26O,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PQ5V,"KEP is mainly engaged in ODM/OEM manufacturing of 7-32 inch smart digital display products, provide do mestic and foreian customers with fast customization services for Tablet PC,Laptop,AIO PC, Interactive Whiteboard, Digital Signage and other products Over the years, we have been continuously exploring the global mid-to-high-end customer market, and have established good cooperative relations with international and regional corporate brand operators in the USA, Canada,Russia,Germany,UK,Japan,South Korea,South Africa,Turkey,Colombia, Romania, etc. Besides. we have passedISO9001.ISO14001.BSCl.And we have more than 10 patent certifications for lap- tops. smart advertising machines, and face-based advertising playback methods.Related products have successively passed CE,RoHSFCCCBGSULSAAPSEKC Certificates. The leadina scientific and technological R&D system,Standardized production and complete industria chain system guarantee our product quality and delivery capacity",,ISO9001-2008 Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
