company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,"Booth: 5C-C02, 5B-S011   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Certificates,Verified Certificates,Other Certificates,Company Website,"Booth: 5B-S015, 1B-C06   |   Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase, Deluxe Gift Ideas   |   ",Booth: 5B-B07   |   Corporate Gifts   |   ,Booth: 1E-F31   |   The Hong Kong Exporters' Association Pavilion - Isle of Originality   |   ,Booth: 5C-C02   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK,Booth: 5B-C17   |   Advertising Premium   |   ,Booth: 1D-C03   |   Hall of Fine Designs   |   ,Booth: 1C-D03   |   Hall of Fine Designs   |   ,Booth: 1C-E13   |   Hall of Fine Designs   |   ,Booth: 1B-C01   |   Deluxe Gift Ideas   |   ,"Booth: 1A-F41, 5B-S007   |   Deluxe Gift Ideas, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 1B-D23   |   Deluxe Gift Ideas   |   ,Booth: 1B-A24   |   Deluxe Gift Ideas   |   ,Booth: 1B-G23   |   Deluxe Gift Ideas   |   ,Booth: 1C-F34   |   Deluxe Gift Ideas   |   ,Booth: 1B-F10   |   Deluxe Gift Ideas   |   ,Booth: 1C-A24   |   Deluxe Gift Ideas   |   ,Booth: 1C-A01   |   Deluxe Gift Ideas   |   ,Booth: 1A-F03   |   Deluxe Gift Ideas   |   ,Booth: 1A-B40   |   Deluxe Gift Ideas   |   ,Booth: 1E-D39   |   Deluxe Gift Ideas   |   ,Booth: 1CON-081   |   Deluxe Gift Ideas   |   ,Booth: 1B-B20   |   Deluxe Gift Ideas   |   ,Booth: 1B-D02   |   Deluxe Gift Ideas   |   ,Booth: 1D-A05   |   Hall of Fine Designs   |   ,Booth: 1B-A32   |   Deluxe Gift Ideas   |   ,Booth: 3B-E35   |   Green Living   |   ,Booth: 1B-F02   |   Deluxe Gift Ideas   |   ,Booth: 1C-E29   |   Deluxe Gift Ideas   |   ,Booth: 1B-A02   |   Deluxe Gift Ideas   |   ,Booth: 1B-A38   |   Deluxe Gift Ideas   |   ,Booth: 1D-B34   |   Deluxe Gift Ideas   |   ,Booth: 1A-D23   |   Deluxe Gift Ideas   |   ,Booth: 1C-C23   |   Deluxe Gift Ideas   |   ,Booth: 1B-D19   |   Deluxe Gift Ideas   |   ,Booth: 1E-A36   |   Deluxe Gift Ideas   |   ,Booth: 1A-E11   |   Deluxe Gift Ideas   |   ,Booth: 1D-A30   |   Deluxe Gift Ideas   |   ,Booth: 1C-B12   |   Deluxe Gift Ideas   |   ,Booth: 1A-D37   |   Deluxe Gift Ideas   |   ,Booth: 1C-A05   |   Deluxe Gift Ideas   |   ,Booth: 1B-D22   |   Deluxe Gift Ideas   |   ,Booth: 1E-C32   |   Deluxe Gift Ideas   |   ,Booth: 1B-E27   |   Deluxe Gift Ideas   |   ,Booth: 1B-E39   |   Deluxe Gift Ideas   |   ,Booth: 1E-A31   |   Deluxe Gift Ideas   |   ,Booth: 1B-E43   |   Deluxe Gift Ideas   |   ,Booth: 1B-G33   |   Deluxe Gift Ideas   |   ,Booth: 1A-B14   |   Deluxe Gift Ideas   |   ,Booth: 1D-B38   |   Deluxe Gift Ideas   |   ,Booth: 1CON-035   |   Deluxe Gift Ideas   |   ,Booth: 1A-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G20   |   Deluxe Gift Ideas   |   ,Booth: 1A-A08   |   Deluxe Gift Ideas   |   ,Booth: 1B-C44   |   Deluxe Gift Ideas   |   ,Booth: 1A-A16   |   Deluxe Gift Ideas   |   ,Booth: 1B-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G16   |   Deluxe Gift Ideas   |   ,Booth: 1E-A44   |   Deluxe Gift Ideas   |   ,Booth: 1C-B24   |   Deluxe Gift Ideas   |   ,Booth: 1B-C13   |   Deluxe Gift Ideas   |   ,Booth: 5B-F26   |   Advertising Premium   |   ,Booth: GH-F09   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D43   |   Green Living   |   ,Booth: GH-A12   |   Travel & Luggage   |   ,Booth: 5CON-02A   |   Advertising Premium   |   ,"Booth: 5B-D13, 5B-S012   |   Advertising Premium, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 3B-A14   |   Taiwan Pavilion   |   ,Booth: 3B-C43   |   Tech Gifts   |   ,Booth: GH-B03   |   Travel & Luggage   |   ,Booth: 5B-C08   |   Advertising Premium   |   ,Booth: 3B-C23   |   Tech Gifts   |   ,Booth: GH-E04   |   Decorative Gifts & Festive Items   |   ,Booth: 5B-D07   |   Advertising Premium   |   ,Booth: 5B-B20   |   Advertising Premium   |   ,Booth: 5C-B20   |   Advertising Premium   |   ,Booth: 3B-B13   |   Taiwan Pavilion   |   ,Booth: 5B-C14   |   Advertising Premium   |   Cantonese Business Go Global,Booth: GH-D21   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion),Booth: 5C-D21   |   Advertising Premium   |   ,Booth: GH-F17   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D41   |   Green Living   |   ,Booth: 3B-B18   |   Tech Gifts   |   ,Booth: 3B-D39   |   Green Living   |   ,Booth: 3B-C37   |   Tech Gifts   |   ,Booth: 5C-E01   |   Stationery   |   ,Booth: 3B-E18   |   Tech Gifts   |   
Wide Range Industrial Company Ltd,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Decoration & Craft,Executive Gift,Key Holder,Advertising Premium,Souvenir & Premium,Wedding Gift & Accessory,Gift Stationery,Festival Item",We recreate the classical lunar new year decorations with pioneering and innovative spirit. Our exquisitely crafted hollow-out technology and delicate embroidery process create vivid and stereoscopic patterns with dense stitches and festive colours.,OBM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wide-Range-Industrial-Co-Ltd/1X0ALNSB,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005DWTP,,"灝祥,灝祥工藝,灝祥文化",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Win Life Enterprise Ltd,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Advertising Premium, Gift Stationery","We supply pencil pouches, pencil cases, shoebags, wallets and rucksacks which vivid colours and attractive graphics are applied.",ODM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Win-Life-Enterprise-Ltd/1X0526ZJ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FILR,"Our company has established for over 10 years. We supply pencil pouches, pencil cases, shoebags, wallets and rucksacks to the retailers, wholesalers, importers as well as promotional companies in worldwide markets. We have our own designs in the novelty as well as classic range and have the flexibility in supplying in custom made graphics as well. We keep sourcing wide variety of fabrics and patterns of our products. We are committed to sustainable sourcing and social compliance. Our factory undergoes yearly ethical audits.",HAND IN HAND,,,,,www.winlife.com.hk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winda Gifts & Premium Mfy. Limited,Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Makeup Mirror, Souvenir & Premium, Magnetic Premium, Smoker Accessory, Note Book, Name Card Holder, Photo Album, Luggage Tag, Wallet, Advertising Premium","Business Card Case, Credit Card Case, Mirror Case, Cosmetic Case, RFID Blocking Wallet, Memo Case with Ball Pen, Perpetual Calendar, Luggage Tag, Alum Pill Box, SD Case, Money Clip, Cigarette Case, Mouse Pad, Condom Case, PU Wallet, Alum Ashtray","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Winda-Gifts-Premium-Mfy-Ltd/1X00BDV2,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005DQIS,"Winda Gifts & Premium Mfy Limited is a manufacturer and exporter since 1989. For years, we have been making all kinds of metal gifts and premium products, specialise in producting quality goods in Aluminum. Being a Hong Kong based company. We have our own office located at Fotan of Hong Kong and factory at Pinghu, Shenzhen of China. In addition we also have our own anodising factory as well as R&D department to develop new and marketable items to satisfy our customers. OEM items are also welcome.",,,,,,www.windagifts.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wing Fung Manufactory Co., Ltd.",Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,Manicure Set,Manuicure set and packaging box.,OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Jewellery Show 2016 HKTDC Hong Kong Watch & Clock Fair 2014 HKTDC Hong Kong Watch & Clock Fair 2013,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wing-Fung-Manufactory-Co-Ltd-/1X082L90,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005IR9I,,"Perfumer's Original,Herfume,Hanicure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing Fung Production Company Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Wall Clock,Clock,Picture Frame,Key Holder,Gift Stationery,Calendar,Mobile Phone Accessory","Wall / Desk clock, phone accessories, calendar, keychain, photo frame, bath toys, Magnetic toys, Learning toys, electronic sword, shield, stationery, sport items, summer toys.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Toys & Games Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wing-Fung-Production-Company-Limited/1X053ZW7,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005F52P,"Wing Fung Production Co. Ltd. one of the biggest EVA products manufacturer. We have different customer in all over the world such as Disney, LEGO, Hallmark, Walmart, TRU ( Asia ), Visiodan, those have the long relationship with us. Let's go inside the EVA world and create the unique products together.",,,,,ICTI Issued By ICTI Type LICENSE Valid Date 18 Jun 2024 - 17 Jun 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yi Lok Ornament Co., Limited",Hong Kong,,"Manufacturer, Exporter, Distributor, Export Agent, Wholesaler, Import Agent, Buying Cooperative","Fashion Accessories,Decoration & Craft,Executive Gift,Gift Stationery,Costume Jewellery","We are specialized in the production of all kinds imitation jewelry, promotion gift and so forth, material base on silver and brass. Any party who is interest in our services may feel free to contact us. All OEM or ODM order are welcome.","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yi-Lok-Ornament-Co-Limited/1S00O73GL,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005DQJP,"Our company established in 2009, we are specialized in the production of all kinds imitation jewelry, promotion gifts and so forth. Material base on silver and brass. We have our own factory provide one stop service. Our imitation jewelry including ring, pendant, earrings bracelet, necklace, bangle anklet. All our products are featured by innovative design and state of art craftmanship. In running our business, we take ""innovation in products, eternity in honest cooperation"" as the tenet. We always believe in mutual benefit and value stable long term relationship with our trading partners. Any party who is interested in our services may feel free to contact us for exploring the possibility of cooperation of any kind with us at present or in the future. All OEM or ODM order are welcome.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zogi HK Limited,Hong Kong,,"Exporter, Manufacturer","Speaker,USB Flash Drive,Power Bank","ZOGI HK, a premier innovator and manufacturer of design-oriented electronic promotional products since 2010. Diverse Product Range: USB flash drives, wireless chargers, Bluetooth speakers, power banks, and more.","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 HKTDC Hong Kong Gifts & Premium Fair 2015 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZOGI-HK-Ltd/1X07AMUC,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FSFZ,"ZOGI HK LIMITED was founded in 2011. With trading & manufacture combo. ZOGI keeps developing own private designed models every year, also sourcing nice items from market has own factory control main product quality. ODM: We're good at ODM project and did many successfully projects with big brands like BMW, AUDI, VW and so on. Sourcing: Because of covid-19 reason many customers not able to visit fairs or factories, we are trusted to sourcing, compair price, quality control arrange shipping for them. OEM, shipping, QC one stop service supported.",ZOGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imobi4 Limited,Hong Kong,,Wholesaler,,Promotional gifts,OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/imobi4-Limited/1X0A6Y9X,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FSC8,,imobi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artimetals Gifts & Premiums Mfy Ltd,Chinese Mainland,,"Manufacturer, Exporter","Key Chain, Key Holder, Advertising Premium, Key Case","Topic Keychain, Basuc keychain, Souvenir Keychain, Leather Keychain.","ODM, OEM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Houseware Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Artimetals-Gifts-Premiums-Mfy-Ltd/1X04LTK1,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005EPF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Challenger Trading (Wenzhou) Co Ltd,Chinese Mainland,,"Manufacturer, Exporter","Advertising Premium,Souvenir & Premium,Stationery & Office Equipment,Note Book,Memo Pad,Gift Stationery,Writing Equipment",Notebook company gift.,"OEM, OBM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong International Optical Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 Hong Kong International Stationery Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Challenger-Trading-Wenzhou-Co-Ltd/1X0662VZ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JBOP,,芬奇的抽屜 VINCI’S DRAWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chamfun Industrial Co., Ltd. (Yangjiang)",Chinese Mainland    |    Factory in Chinese Mainland,,"Buying Cooperative, Distributor, Buying Office, Chain Store","Mountaineering Equipment, Camping & Picnic Equipment","Multitool, pocket knives, folding knives, BBQ grill tool, multi function wrench & hammer, bicycle tool, camping cutlery, card tool, key chain gadgets, bottle openers, multi function axe & shovel, LED torch. We welcome customization and OEM.","OBM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chamfun-Industrial-Co-Ltd-Yangjiang-/1X08I1X0,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005ENOD,"CHAMFUN was founded in 2007, located in Yangjiang, one of the Most Famous Hardware and Knife Tool city of China. We were involved in hardware tools business, gathering rich experiences of OEM, ODM for worldwide market in the past years. CHAMFUN is specialized in developing and manufacturing outdoor multi-function tools, such as Multi tools, pocket knives, folding knives, BBQ grill tool, multi function wrench & hammer, bicycle tool, camping cutlery, card tool, key chain gadgets, bottle openers, multi function axe & shovel, LED torch. Our factory takes up appr.10000 square meters, with more than 150 workers plus 50 in R&D and management departments to successfully fulfill the eager needs of urgent shipment and of sensitive product dynamics any of our customers. We will continuously pursue on creative innovative products, keep CHAMFUN ahead of others.",ROXON,,,,,cnchamfun.en.alibaba.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Brilliant International Co., Ltd.",Chinese Mainland,,"Exporter, Wholesaler","Costume Jewellery, Souvenir & Premium, Magnetic Premium, Festival Item, Badge, Decoration & Craft, Key Holder, Medal, Hobby & Collector's Item, Advertising Premium","Metal products, lanyards, patches, mobile phone accessories, bags, pet products, various promotional products.",Others,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Brilliant-International-Co-Ltd-/1S00O5NNG,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005EP5W,"Dongguan Brilliant International Co., Ltd. is a company with many years of foreign trade experience. Our products include but are not limited to metal products, lanyards, patches, mobile phone accessories, bags, pet products,various promotional products; more importantly, we are capable to combing different types of product and export together. Our parent company in Taiwan has time-honored reputation since 1984, her extensive factory resources are shared by us, their various certifications of both workplace accountability & quality system are the symbol of quality guarantee. We have a dynamic, aggressive young team, strong sourcing ability, customer-centered service and our own well trained QC team, which contribute to more & more customers choose us and establish long-term partnership. We have confidence to make your designs and requirements presented perfectly and caught more eyes.",,,,,,www.brilliant-promotions.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguan Taimeng Accessories Co.Ltd,Chinese Mainland,,"Manufacturer, Exporter","Cosmetic Accessories & Personal Care Item, Fashion Nail, Advertising Premium, Kids Drawing Kit, Beauty Equipment, Hair Ornament, Hair Care Product, Fashion Accessories",Cosmetic gifts,Others,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2020 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Taimeng-Accessories-Company-Limited/1X0AFCFL,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005L6GI,,,,,,FACILITY AND MERCHANDISE AUTHORIZATION Issued By - Type - Valid Date (N/A) - (N/A) Workplace Conditions Assessment Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Future Brand Products Pty Ltd,Australia    |    Factory in Australia,,Exporter,"Stationery & Office Equipment,Gift Stationery,Tablet & Accessory,Mobile Phone Accessory,Gift Wrapping Paper,Recycled Paper Product",Co-ordinated fashion stationery collections; Premium journals; Diaries & planners; Premium gift wrap and cards.,"OBM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2022,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Future-Brand-Products-Pty-Ltd/1X0B3K48,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FXY9,"Established in 2003, Future Brand Products is an Australian company that creates, designs and supplies branded and private-label product to major retailers and wholesalers in Australia, New Zealand and abroad. We have established ourselves as the preferred supplier to many leading national retailers and wholesalers across various fashion stationery and gift categories.",MODISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangdong Gahumi Textile Co., Ltd.",Chinese Mainland,,Manufacturer,"Shopping Bag, Advertising Premium","Canvas bag, Gunny bag.","OBM, ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Gahumi-Textile-Co-Ltd-/1S00OBSME,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005KUVL,,Gahumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangzhou Diller Daily Necessities Co.,Ltd.",Chinese Mainland,,"Buying Office, Buying Cooperative",Mug,Vacuum flask/plastic water bottle/glass water bottle.,"OBM, OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Diller-Daily-Necessities-Co-Ltd-/1S00P51FQ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JBRG,,DILLER迪乐贝尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangzhou Huiyi Textile Technology Co., Ltd.",Chinese Mainland,,Manufacturer,Advertising Premium,"T-shirt, POLO, Flag.","OBM, ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Huiyi-Textile-Technology-Co-Ltd-/1S00OOLQ9,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005KY5N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangzhou Raymons Import and Export Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Alarm Clock,Mechanical Watch,Watch,Advertising Premium,Souvenir & Premium,Smart Watch",Watch / Clock.,"OBM, OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 HKTDC Hong Kong Watch & Clock Fair 2023 Home InStyle 2023 HKTDC Hong Kong Watch & Clock Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Raymons-Import-Export-Co-Ltd-/1S00OAL9O,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J5DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangzhou UNIK Tape Manufacturer,Chinese Mainland,,"Exporter, Manufacturer","Educational Toy,Gift Stationery","DIY Craft Kits, Creative Stationary","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGZHOU-UNIK-TAPE-MFR/1X0AM8DZ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005K3VC,,UNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
