company name,location,Booth,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,Company Website,Certificates,Other Certificates
Fine Diamond (HK) Limited,Hong Kong,Booth: AWE 7-A18   |   Diamond   |   ,"Importer, Exporter","Carat Size Diamond, Loose Diamond, Fancy Diamond",Natual Diamond,"ODM, OEM, OBM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fine-Diamond-HK-Ltd/1X009HBA,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YB1M,,,,,
Hini Star Limited,Hong Kong,Booth: AWE 7-C24   |   Diamond   |   ,Manufacturer,"Carat Size Diamond, Loose Diamond, Fancy Diamond",Wide Variety of Natural White and Fancy Coloured Diamonds,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hini-Star-Ltd/1X008R5M,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y8YY,"Hini Star is one of the most respected and trusted names in the global diamond industry. We offer diamonds that are amongst the world's finest in cut, colour and clarity, striking the perfect balance between quality and precision, and manufactured with passion for craftsmanship.",,www.hinistar.com,,
Hong Kong Edison Pearl Company Limited,Hong Kong,Booth: AWE 1-D18   |   Fresh Water Pearl   |   ,"Wholesaler, Exporter",Fresh Water Pearl,"A large-sized nucleated freshwater cultured pearls with wide range of attractive color,, including white, orange, pink, purple, champagne and metallic tones.",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Edison-Pearl-Company-Limited/1S00OST4V,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YARH,"We are an integrated pearl company that specialises in freshwater research, cultivation, processing and sales. With headquarters in the pearl industrial zone of zhuji, zhejiang Province. And have over 30,000 mu of pearl farms in China. After seven years of research, in the end of 2010, we successfully launched the ""Edison Pearl"", creating a miracle in the global pearl industry.","Edison 愛迪生,grace 愛迪生珍珠,愛迪生珍珠",www.gracepearl.com,,
Jumbo Eternal Pearl Limited,Hong Kong,Booth: AWE 1-C20   |   Fresh Water Pearl   |   ,"Wholesaler, Exporter","Natural Pearl, Fresh Water Pearl","Freshwater Pearls, Edison Pearls, Nucleated Pearls, Keshi Pearls, Baroque Pearls",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jumbo-Eternal-Pearl-Limited/1X009IYK,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y9X0,"Established and based in Hong Kong since 1994, we have been specialized in producing, manufacturing, wholesaling and exporting freshwater pearls. We select top grade pearls from China, where we have a factory to carry out all bleaching, drilling and stringing procedures. The pearls are delivered straight to our office in Hong Kong with no middleman involved. We offer a wide range of freshwater pearls with different sorts of sizes, shapes and colors including but not limited to Round, Drop, Button, Baroque, Potato, Rice, Coin, Keshi and nucleated freshwater pearls in both loose and temporarily strung strand. We are devoted to provide high quality products at a competitive prices, flexible and courteous sales and after-sales services to customers benefits. We value our business relationship and aim to achieve maximum customer satisfaction. Sincerely, we look forward to having you as our business partner soon.",,www.jumboeternal.com.hk,,
Victory Jewells,Hong Kong,Booth: AWE 9-E18   |   Precious Stone   |   ,"Wholesaler, Exporter, Importer","Emerald, Sapphire, Ruby","EMERALD, PRECIOUS STONES",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Victory-Jewells/1X0085XO,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YJ38,,,victorygem.com,,
"Blue Gems Co., Ltd.",Thailand    |    Factory in Thailand,Booth: AWE 9-J02   |   Precious Stone   |   Thailand Pavilion,"Wholesaler, Retailer, Exporter","Ruby, Sapphire","Blue Gems is specialized in Rubies from Myanmar and Mozambique and Blue Sapphires from Sri Lanka and Madagascar. We provide both heated and unheated rubies and blue sapphires in many qualities, colors and shapes",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Blue-Gems-Co-Ltd/1X00BHQV,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XGU2,Blue Gems Co. was established in August 2003 under the management of Mr. Nattawut Tovikkai and Ms Sirikul Vuthipanyakom. Blue Gems has been an industry leader for more than two decades. With our wide variety of gemstones for both domestic and overseas clients. Blue Gems has built a reputation for reliability and professionalism by focusing on our customers' needs and satisfaction.,,www.bluegems.co.th,,
"Colombin Stone Co., Ltd.",Thailand,Booth: AWE 9-K24   |   Precious Stone   |   Thailand Pavilion,Wholesaler,"Ruby, Loose Diamond, Sapphire, Emerald","Precious Stones Products - Ruby, Sapphire, Multi Sapphire, Emerald and Diamond",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Colombin-Stone-Co-Ltd/1X00BHXO,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XHDG,"Colombin Stone has made a name for itself when established in 1992 By Vijay Kumar Tak. Turning a life long dream into a thriving business. Now we supply highest quality ruby, sapphires, emeralds and diamonds at most reasonable prices.",,www.colombinstone.com,,
"Fine Green Gems Co., Ltd.",Thailand,Booth: AWE 8-G02   |   Precious Stone   |   Thailand Pavilion,"Buying Office, Retailer, Chain Store, Manufacturer",Sapphire,-,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fine-Green-Gems-Co-Ltd/1X05AMSE,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XJPE,,,,,
"Gemburi Co., Ltd.",Thailand    |    Factory in Thailand,Booth: AWE 9-H24   |   Precious Stone   |   Thailand Pavilion,"Wholesaler, Manufacturer","Sapphire, Ruby",Gemstones,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gemburi-Co-Ltd/1X05CF0R,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XIDF,,,www.gemburi.co.th,,
Gems Fine Company Limited,Thailand,Booth: AWE 9-J24   |   Precious Stone   |   Thailand Pavilion,Buying Cooperative,"Ruby, Emerald, Sapphire","Ruby, Emerald, Sapphire",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Jewellery Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gems-Fine-Company-Limited/1X05CYPH,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XHG7,,,,,
"Mif Gems Co., Ltd.",Thailand,Booth: AWE 9-G10   |   Precious Stone   |   Thailand Pavilion,"Wholesaler, Distributor","Sapphire, Coloured Gemstone, Jewellery Trade Association",1. Precision cutting of small melee in diamond cut sapphire. 2. Color matching. 3. Make to order for color gradation,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mif-Gems-Co-Ltd/1S00OJ9MX,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XIOI,,,,,
"My Laboratory Co., Ltd.",Thailand,Booth: AWE 11-A10   |   Precious Stone   |   Thailand Pavilion,"Exporter, Manufacturer, Wholesaler, Importer","Ruby, Sapphire","MYLABORATORY CO., LTD. Manufacture Ruby, Blue sapphire, Pink Sapphire. Wholesaler",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/My-Laboratory-Co-Ltd/1X054SJ5,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XJJW,,,,,
"Ploy Center Co., Ltd.",Thailand,Booth: AWE 9-K02   |   Precious Stone   |   Thailand Pavilion,"Retailer, Distributor, Exporter, Wholesaler","Jadeite, Jade, Coloured Gemstone, Sapphire, Ruby","Ruby, Sapphire, Jade & Precious Gemstones Wholesaler & Retailer",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ploy-Center-Co-Ltd/1X00BLQJ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XICI,,,www.ploycenter.co.th,,
"S.V.D. Gems Co., Ltd.",Thailand,Booth: AWE 9-G02   |   Precious Stone   |   Thailand Pavilion,Wholesaler,"Sapphire, Ruby","Ruby, Sapphire & Precious Stones Wholesaler and Retailer",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/S-V-D-Gems-Co-Ltd-/1X00BJPQ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XJ52,"S.V.D. Gems Co., Ltd. is the leading gemstone wholesaler in Thailand, specializing in Burmese and Mozambique ruby, Ceylon and Madagascar blue sapphire from one carat size up. We provide wide variety of gemstone solution to domestic and international customers, including jewelry business, with our mission to attain the highest customer satisfaction.",S.V.D. Gems,www.svdgems.com,,
"Star Lanka Co., Ltd.",Thailand    |    Factory in Thailand,Booth: AWE 11-A24   |   Precious Stone   |   Thailand Pavilion,"Manufacturer, Wholesaler","Sapphire, Emerald, Ruby","Nature Beauty Our objective is to bring the best nature has to offer, to you in its purest form, in the most transparent way possible. Transparency and passion are key parts in our industry, and as a company we thrive to share those values with you",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2014 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Star-Lanka-Co-Ltd/1X00BJYH,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XGRB,,STARLANKA,www.starlanka.com,,
Sung Gems Co Ltd,Thailand    |    Factory in Thailand,Booth: AWE 8-J02   |   Precious Stone   |   Thailand Pavilion,Wholesaler,"Sapphire, Ruby","Gemstones, Specialised in Ruby and Sapphire",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sung-Gems-Co-Ltd/1X08E2R3,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XHH4,,"SUNG GEMS CO., LTD.,SUNG GEMS CO., LTD.",www.sunggems.co.th,,
