company name,location,Booth: 3C-D14   |   Public Hall - Beverages (Alcoholic)   |   ,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Brand Name,Company Website,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Background,Booth: 1B-A10   |   Public Hall - Sauces & Seasonings   |   
Original Taste Workshop Limited,Hong Kong    |    Factory in Hong Kong,,,"Chain Store, Retailer",Instant Food,"Chinese Nourishing Soup, Homemade Style Meal Sets, Chinese Dessert, Original Taste Snacks, Asian Style Health Drinks (Bottled), Seasoning Sauce.","原味家作,Original Taste Workshop",www.otw.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063CV3?fairCode=hkfoodexpo&locale=en,"Original Taste Workshop established its exclusive food factory in October 2006, and opened its first soup shop in December 2006. Until now, the Company is well known as an original Hong Kong soup brand which has a sales network of over 600 retail outlets and 22 soup shops and over 40 vending machines (as of Feb 2025). Original Taste Workshop has been focusing at developing itself as a Brand instead of just a food and beverage product and service provider. Therefore, we pay a lot of attention from ""management concept"" down to"" the placement of a single leaflet"", we strive to become one of the best brands in town.",
Purapharm International (H.K.) Limited,Hong Kong,,,Retailer,,"PuraPharm is a leading Hong Kong-based Chinese medicine company primarily engaged in the research and development, production, marketing and sales of concentrated Chinese Medicine granules (CCMG) products which we market under our brand""Nong's""","PuraPharm 培力,PuraGold,農本方",purapharm.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063CYU?fairCode=hkfoodexpo&locale=en,"Since its founding in 1998, PuraPharm has dedicated itself to the modernization and internationaliztion of traditional Chinese medicine (TCM).Actively collaborating with internationally renowned academics, PuraPharm has established itself as the technoogical front-runner within the industry. Through continuous innovation, PuraPharm has come to be regarded as a leading company in the research and development, manufacturing marketing and selling, quality control and basic science research of traditional Chinese medicine.",
Royal Medic (Holdings) Ltd,Hong Kong    |    Factory in Hong Kong,,,Retailer,Health Supplement,Chinese Medicine & health food,"溶腩酵素,中大中藥傳承,御藥堂,格斯圖,Pro- Health",royalmedic.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063CXX?fairCode=hkfoodexpo&locale=en,"Royal Medic is established in 2002 and develops various kinds of businesses, such as traditional Chinese medicine and health supplements. Royal Medic products are developed in professional and attentive way. New elements and ideas, such as modern scientific research technology, modified formulations are infused into the manufacture of traditional Chinese medicine. With strong backups and authentication by experts, Royal Medic insists to improve your well-being by launching quality guaranteed and effective health supplements. We will try our best to be the guardian of your health. Royal Medic pays attention to quality, stability and safety of our products. Firstly, suppliers and manufacturers are strictly chosen. Secondly, we request the raw materials to be tested before production. Next, safety test reports are requested to be provided before delivery. Once the goods are received, Royal Medic sends samples to accredited laboratories for safety testing, ensuring the safety and quality of products before launching. The Management system of food packing factory of Royal Medic obtains ISO22000 and HACCP certification",
S. Khonkaen (Hong Kong) Company Limited,Hong Kong,,,"Wholesaler, Retailer, Distributor, Importer",Snack,"Shredded Pork, Dried Pork, Dried Beef, Crispy Pork. Frozen Food: Thai Style Jar Yok, Fish Ball, Fried Fish Cake, Thai Shrimp Cake, Thai Sauce, Chinese Soup Pack, Rice Stick Noodle","猜猜牌,梭坤敬,S.Khonkaen,Chef's Choice,盛財,泰好食,Chiu Chow Brand",www.skhonkaen.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JMN?fairCode=hkfoodexpo&locale=en,"S.Khonkaen is a world famous and distinguished Thai Food company. Its splendid result and product quality are recognized by the listing in 1993 in Thailand. And S.Khonkaen (HK) Co., Ltd. is set up in 1999 which is the general agent of S.Khonkaen Food Industry Public Co., Ltd. at Hong Kong and Macao. S.Khonkaen has two big factories which occupy land area of 50 Chinese acres and 30 Chinese acres respectively. They provide meats processing and seafood processing. From ranch, cultivation, production to sales, S.Khonkaen coordinates each process to provide a one-stop service for her customer. S.Khonkaen is an illustrious brand. It has been honored to be the pride of Thai-food. Its sales network and sales volume crown the similar products. S.Khonkaen always devotes to provide high quality and innovative products.",
Super Farm,Hong Kong    |    Factory in Hong Kong,,,"Retailer, Wholesaler",Fresh Meat,各式各樣的進口高級肉類、有機食材及海鮮，並提供便捷的訂購及送貨服務。團隊有超過三十多年的豐富經驗，批發供應高級食肆、酒店、餐廳、酒樓、超市。在香港，澳門及中國內地。展覽會、商場及超市設立專柜推廣各項進口高級食材。和很多優質供應商合作，都是直接自家進口，空運抵港，自家冷庫倉庫，安全衛生，食物安全有保證。我們供應產品種類非常多，包括著名的有美國日本的和牛農場，法國首屈一指奶品生產供應商等。,,www.superfarm.com.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063PE5?fairCode=hkfoodexpo&locale=en,,
Teamon Products Limited,Hong Kong    |    Factory in Taiwan,,,Distributor,"Biscuit, Candy, Chocolate, Snack","Snacks,biscuit ,cake , candy . Dried fruit drink, sauce","麻荳農坊,父師父,午頭牌",teamon.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JG5?fairCode=hkfoodexpo&locale=en,"Teamon Products Ltd base in Hong Kong as a trading company since 1995 for importing frozen food,snack,candy, cake,sauce for Hong Kong market.",
Tsap Shing International Marine Products Ltd.,Hong Kong,,,"Export Agent, Importer, Retailer, Distributor, Import Agent, Wholesaler","Canned Food, Dried & Preserved Food, Dried Seafood",Premium quality instant dried scallop delicacy. Available in regular or extra-spicy flavours. Convenient and ready-to-eat.,Yixiang Brand,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OJR?fairCode=hkfoodexpo&locale=en,,
Yummy House International Ltd,Hong Kong    |    Factory in Chinese Mainland,,,"Import Agent, Manufacturer, Exporter, Wholesaler, Importer, Export Agent, Retailer","Dried & Preserved Food, Sauce, Seasoning, Frozen Seafood, Instant Food, Canned Food, Frozen Meat, Biscuit, Noodle, Snack","Sauces & Seasonings, Pickles, Dried Food & Sesfood, Soup, Noodles, Desserts, Leisure Food.","Yummy House,美味棧",www.yum.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 Hong Kong Pavilion at SIAL Shanghai 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 SIAL Shanghai HKTDC Food Expo 2023 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063UMC?fairCode=hkfoodexpo&locale=en,"Aiming at ""Modern Taste, Innovative Texture, New Generation of Gastronomy"", Yummy House renovated a wide variety of delicious traditional delicacies which successfully meet the public's taste, by prudent selection of raw materials and well monitored production to produce high quality food. Yummy House International Limited, found in 2001 had developed over 200 kinds of products. In the early days it focused on overseas markets of 43 countries in Europe, North America & Asia-Pacific Region. In 2004, Yummy House officially entered the Hong Kong market, to mainly sell at Local supermarkets, Japanese department stores, F&B outlets etc. And now Yummy House has own 7 high traffic of consumers flow branches at different regions.",
Broadway Foods,Hong Kong    |    Factory in Hong Kong,,,"Wholesaler, Retailer, Distributor","Frozen Vegetable, Frozen Seafood, Frozen Meat",Broadway Foods Cheese Cake Sausage Wild Catch Fish Ball Natural Chicken Wings Natural Pork Shank Shrimps Origanic Mussels Premium Steak Japanese Scallop USA Coach Black Chicken Eel Dessert Meat and Seafood,"BWF,百薈坊",broadwayfoodshk.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 HKTDC Food Expo 2017 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OWO?fairCode=hkfoodexpo&locale=en,Broadway Foods Cheese Cake Sausage Wild Catch Fish Ball Natural Chicken Wings Natural Pork Shank Shrimps Origanic Mussels Premium Steak Japanese Scallop USA Coach Black Chicken Eel Dessert Meat and Seafood,
Busan Food Supplies Co,Hong Kong,,,"Wholesaler, Import Agent, Importer, Distributor","Liquor / Fortified Wine, Sparkling Wine, Sake, Food & Beverage Publishing Service, Table Wine, Chinese Liquor, Liquor / Fortified Wine, Sparkling Wine, Sake, Food & Beverage Publishing Service, Table Wine, Chinese Liquor","Kook Soon Dang Draft Rice Wine, Ginseng Wine, Raspberry Wine, Jinro Soju, Hite & Terra Beer, CJ Vermicelli Noodle, Seaweed etc.","CJ,hitejinro,Kook Soon Dang",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0064CV3?fairCode=hkfoodexpo&locale=en,"established in 1991 Sole Agent of Kook Soon Dang Fresh Rice Wine, Jinro Soju, Hite & Terra Beer,Korean Frozen & Dry Food, CJ Groceries in Hong Kong.",
Chan Ka Yuen Food Company Limited,Hong Kong,,,"Import Agent, Wholesaler","Snack, Chocolate, Candy, Biscuit",Mamee Snack Noodle Danfa Fish Snack Apollo Cake Fruit Plus Chewy Candy Taiyo Wiener Sausage,"Mamee,Dahfa,Apollo,Khee San",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 HKTDC Food Expo 2017 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063KCG?fairCode=hkfoodexpo&locale=en,,
Chit Hong Kong Limited,Hong Kong    |    Factory in Taiwan,,,"Retailer, Distributor, Wholesaler",Liqueur,"Chit plum wine includes Osmanthus Plum Wine, Shiso Plum Wine, Honey Tea Plum Wine, Bourbon Barrel Aged Plum Wine and Peated Barrel Aged Plum Wine. Mead includes original Mead, Kumquat Mead, Citra Mead and Roselle Mead. All have a unique taste.",哲chit,www.chithongkong.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063URX?fairCode=hkfoodexpo&locale=en,"""Chit"" was established in 2021. It is a local brand in Hong Kong, specializing in its own brand plum wine and mead brewed in Taiwan. It is made from Taiwan's local agricultural products, handcrafted and has a unique taste. ""Chit"" launched the brand's crossover project ""Van Gogh and Monet"" series in 2023 to coordinate with the exhibitions and activities held at the West Kowloon Cultural Center, which received unanimous praise. So far, we have cooperated with different sales platforms, such as Circle K, China Travel Service, SF Express platform, etc. We will continue to launch more unique products in the future. We will also conduct crossover cooperation with different brands to promote local culture and make ""Chit"" a favorite local brand for everyone.",
Choi Yi Culture Media Company Limited,Hong Kong    |    Factory in Hong Kong,,,Distributor,"Snack, Ice Cream, Chinese Cake, Biscuit","AkkMore is a natural mushroom extract proven to effectively prevent obesity, fatty liver, and anxiety. We use AkkMore to create natural fat substitutes, replacing animal fats in reduced-fat mooncakes, shortbreads, and low-fat gelato.","AkkMore,科記甜品",akkmore.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063NIV?fairCode=hkfoodexpo&locale=en,,
DALLOYAU,Hong Kong,,,Retailer,"Snack, Ice Cream, Chocolate",Chocolate/ Bakeries,DALLOYAU,dalloyau.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S006490R?fairCode=hkfoodexpo&locale=en,"DALLOYAU is the only culinary brand to serve the Palace of Versailles royal court since 1682, and the inventor of the world's first Opera Cake, using premium ingredients to create classic delicacies from authentic, closely guarded French recipes.",
Diamond of Sea (HK) Company Limited,Hong Kong    |    Factory in Taiwan,,,"Import Agent, Export Agent","Instant Food, Noodle",紅燒牛肉麵/半筋半肉牛肉麵 麻辣半筋半肉麵 清燉牛肉麵/半筋半肉麵 番茄牛肉麵/半筋半肉麵 麻辣鴨血寬粉/鴨血臭豆腐寬粉/四喜寬粉 紅燒排骨麵 和牛肉燥乾拌麵 椒燥味增乾拌麵 珍珠鮑魚干貝乾拌麵 豚骨拉麵 辛味豚骨拉麵 胡椒豬肚雞麵 台北人滷肉,"藍海饌,台北人",shopee.tw/hank721024,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063P4Z?fairCode=hkfoodexpo&locale=en,,
E8 Group Limited,Hong Kong,,,"Service Company, Wholesaler, Retailer",Ice Cream,"We mainly sell authentic Italian gelato(brand name: The Frozen Club) and gelato related delights (mochi, pineapple bun). We also provide gelato catering services for different corporates.",The Frozen Club,thefrozenclub.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063U7L?fairCode=hkfoodexpo&locale=en,,
Enjoy North East Farm Products Company Limited,Hong Kong    |    Factory in Chinese Mainland,,,"Retailer, Manufacturer, Wholesaler","Fruit Juice, Instant Food, Organic Food & Beverage, Functional Food, Snack, Health Supplement, Snack, Chinese Cake","Ice grape juice ,Dried blueberries ,Ginseng tea,Ginseng Honey Slices.","果園之曲,姿研堂",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063NF4?fairCode=hkfoodexpo&locale=en,,
Fan Fan Shop Limited,Hong Kong,,,"Exporter, Importer, Distributor","Canned Food, Sparkling Wine, Fresh Meat, Frozen Seafood","Canned seafood, Iberico ham, Caviar, premium poultry, lobster soup",Fischen,fischen.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063MVT?fairCode=hkfoodexpo&locale=en,,
Fermentation Heaven Limited,"Hong Kong    |    Factory in Korea, Republic Of",,,Importer,"Liquor / Fortified Wine, Sparkling Wine, Sake, Liquor / Fortified Wine, Sparkling Wine, Sake, Liquor / Fortified Wine, Sparkling Wine, Sake","Korean traditional live yeast Makgeolli, Korean traditional Yakju",,fermentationheaven.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0064VFW?fairCode=hkfoodexpo&locale=en,,
