company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,supplier_url,exhibitor_url,,Booth: 5C-A08   |   Convenient & Instant Food   |   Korea (aT-Head),Certificates,Other Certificates,"Booth: 5C-B31   |   Health, Green & Organic Food   |   ",Booth: 5E-D06   |   Convenient & Instant Food   |   ,"Booth: 5E-E17   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-E20   |   Bakery Products   |   Chinese Mainland (Zhejiang),Booth: 5C-C26   |   Sauces & Seasonings   |   Chinese Mainland (Sichuan Supplier),"Booth: 5C-C02   |   Biscuits, Snacks & Confectionery   |   Chinese Mainland (Sichuan)","Booth: 5E-E22   |   Canned, Frozen & Processed Food   |   ","Booth: 5E-E09   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-C22   |   Halal Food & Beverage   |   Chinese Mainland (Sichuan Supplier)
Guizhou Pengyi Food Co Ltd,Chinese Mainland,"Introduction to Guizhou Pengyi Food Co., Ltd Guizhou Pengyi Food Co., Ltd. was established in July 2022 and is located in Jiashan Village, Yinjiang County, Guizhou Province. It is a modern food enterprise that collaborates with Guangdong and Guizhou to attract investment and is rooted in Yinjiang County, Fanjing Mountain. The enterprise is building a complete industrial chain integrating ecological breeding, de warming, free range farming by farmers, fattening, fresh goose slaughtering and cold chain storage, food deep processing, and catering chain, covering a total area of 65268 square meters. The company currently has 45 employees, with a production value of 30 million yuan in 2025 and an expected increase of 15% in 2026. The company focuses on product innovation and brand building with Qian'e as its core. It has three independent brands: ""Goose Commander"", ""Pengyi"", and ""Qian'e"", among which ""Qian'e"" is the main brand; We have obtained 6 patented technologies and deeply linked with the ""Fanjing Shanzhen · Health Preservation"" brand to create a high-quality Guizhou goose meat full industry chain operation system. As a key leading enterprise in agricultural industrialization at the municipal level, the company actively responds to the national call for rural revitalization","Import Agent, Retailer, Importer, Distributor, Wholesaler, Export Agent, Chain Store, Exporter, Shopping Mall","Sauce, Fresh Meat, Sauce, Fresh Meat","This portfolio presents integrated fresh goose supply and supporting equipment solutions of Qian'e. Our self-developed ""Pengyi Roast Goose Oven"" has been granted a national invention patent. Technological innovations enable standardized product outpu",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Pengyi-Food-Co-Ltd-/1S00PDUMC?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065Q6S?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Shuangyu Agriculture Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Buying Cooperative, Department Store, Distributor, Buying Office","Dried & Preserved Food, Sausage, Food Packing, Dried & Preserved Food, Sausage, Food Packing",本公司生产中国广东省的著名传统特产“粽子”“月饼”“广式腊味”“干制菌菇类”等产品。我厂凭几十年的制作经验研制而成。产品严格按照国家标准生产制作。本厂生产的“广式腊味”，选用新鲜上乘的香猪肉为原料，以其独特的传统工艺晾晒加上现代健康理念（本厂精心研究的制作配方）制作而成。,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Shuangyu-Agriculture-Co-Ltd/1S00P4CEI?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065PWN?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Tianpin Tea Co., Ltd.",Chinese Mainland,,Manufacturer,"Tea, Tea","Guizhou Tianpin Tea Industry Co., Ltd. Guizhou Tianpin Tea Industry Co., Ltd. was established in 2014, located in Daozhen Gelao and Miao Autonomous County in northern Guizhou, formerly known as Daozhen Geliao Tea Co., Ltd.",OEM,仡佬姑娘,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Tianpin-Tea-Co-Ltd-/1S00PDWB7?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065PVQ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Tongren Gui Tea Co., Ltd.",Chinese Mainland,,Manufacturer,"Tea, Tea","Gui Tea from Guizhou, China offers industrial grade matcha meeting EU, FDA and GFSI standards. We accept bulk orders and OEM with custom particle size & private label packaging. Strict residue control and stable supply serve global partners.","ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Hong Kong International Tea Fair 2025 HKTDC Food Expo PRO 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUIZHOU-TONGREN-GUI-TEA-CO-LTD-/1S00OS6X3?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065PSZ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou True Health Agricultural Science&Technology Development Co., Ltd.",Chinese Mainland,,Chain Store,"Fruit Juice, Fruit Juice",初好系列刺梨原浆，气泡水饮料,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUIZHOU-TRUE-HEALTH-AGRICULTURAL-SCIENCE-TECHNOLOGY-DEVELOPMENT-CO-LTD-/1S00OS1ET?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065Q31?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Wumeng Tongxin Agricultural Products Development Group Co.,Ltd",Chinese Mainland,,"Importer, Others, Distributor, Exporter","Sauce, Snack, Fruit Juice, Sauce, Snack, Fruit Juice","Guipinzu Rosa Roxburghii Mixed Juice, Guipinzu Chilli Sauce, Guipinzu Baked Fresh Milk",OEM,GUI PIN ZU,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Wumeng-Tongxin-Agricultural-Products-Development-Group-Co-Ltd/1S00PDPR2?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065Q17?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Yazhi Cross-Border Tea Co., Ltd.",Chinese Mainland,,"Mail Order Co., Distributor, Buying Office, Wholesaler, Chain Store, Retailer, Service Company, Professional Association, Shopping Mall, Department Store, Buying Cooperative","Tea, Tea","Rosa roxburghii black tea, Rosa roxburghii green tea, Rosa roxburghii white tea, Rosa roxburghii oolong, Rosa roxburghii raw PuPu, Rosa roxburghii cooked Pu, Rosa roxburghii osmanthus black tea, Rosa roxburghii osmanthus green tea, Rosa roxburghii ro",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Yazhi-Cross-Border-Tea-Co-Ltd-/1S00PDW8G?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065PLK?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Zhiliyuan Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Guizhou Zhiliyuan Technology Co., Ltd. is located in Daozhen Gelao and Miao Autonomous County, Guizhou Province, the hometown of wild Rosa Roxburghii Tratt. We focus on deep processing of local wild prickly pear resources. Our core product is prickly pear enzyme fruit liquid, together with supporting products including prickly pear puree, concentrated juice and dried fruits. We adopt natural fermentation technology to retain high vitamin C in raw prickly pears without excessive additives. Equipped with standardized production workshops, our company supports two business modes: OBM independent brand sales, as well as OEM & ODM customized processing for clients nationwide. Our products are supplied to specialty stores, supermarkets and e-commerce merchants all over China. Driven by characteristic agricultural industry, we integrate raw material planting, production, processing and sales, committed to delivering healthy natural prickly pear food to customers.",Others,"Fruit Juice, Table Wine, Fruit Juice, Table Wine",企业专注贵州刺梨加工，核心产品刺梨酵素果液，经鲜果自然发酵萃取，营养丰富。配套刺梨果汁、果干产品线，自有生产线，可自有品牌售卖，提供配方研发、贴牌代工服务，面向全国经销商供货。,OBM,汁力源,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Zhiliyuan-Technology-Co-Ltd-/1S00PDWEY?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065QBD?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Zhongxin Fucha Agricultural Development Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Tea, Tea","贵州众鑫富茶农业开发有限公司是农业产业化标杆企业，2023 年在镇宁县政府扶持下，由扁担山镇政府联合贵州众帮顺农业成立，注册资本 1020 万元，2024 年获评安顺市农业产业化龙头企业。 企业深耕茶叶完整产业体系，自有 3000 亩生态茶山，配套一万平方米智能化 4.0 厂区，设有标准化生产车间、研发中心与综合楼，实现种植、加工、科研一体化运营。 基地坐落于黄果树瀑布上游，生态条件优越。非遗制茶团队遵循传统工艺，严格把控各道工序，匠心打造 ""茗锦润茶"" 系列。",OBM,茗锦润,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Zhongxin-Fucha-Agricultural-Development-Co/1S00PDPIT?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065POB?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Guizhou Zhongyu Technology Co ,Ltd",Chinese Mainland    |    Factory in Chinese Mainland,"Guizhou Zhongyu is a comprehensive enterprise providing services across the tea-related industrial chain, overseeing four subsidiaries including Zhongyu Tea Production, Zhongyu Cultural & Creative Design, and Zhongyu E-commerce Sales. Its operations span tea planting, processing, and sales; tea packaging design, manufacturing, and distribution; as well as tea packaging equipment R&D and sales. Recognized as a Guizhou time-honored brand and a key leading enterprise in agricultural industrialization, its ""Qianling Tea"" brand originated in the Republic of China era and is a landmark tea of Guiyang. Operating under the ""company + base + cooperative + farmer household"" model, it has tea production facilities in Meitan and Huishui counties, with over 2,000 mu of self-owned tea plantations (developed through land reclamation or contracting). Supported by over 20 years of partnerships with all major provincial supermarket chains and omnichannel online sales, it collaborates with 9 prefecture-level city landmark tea enterprises via ODM & OEM models, driving the development of 8 farmer cooperatives and employment for around 3,000 rural households, contributing to national poverty alleviation and rural revitalization.",,"Tea, Tea, Tea",1，产品汇集贵州茗茶：贵州绿茶，都有毛尖茶，湄潭翠芽，遵义红 2，贵州特产：刺梨红茶,"OBM, OEM","黔灵,青华灵芽",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guizhou-Zhongyu-Techology-Co-Ltd/1S00PDPVQ?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065PMH?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Gurye Uncle,"Korea, Republic Of    |    Factory in Korea, Republic Of","About Us: We specialize in producing premium dried vegetables crafted specifically for bibimbap. Unlike ordinary dried greens, our products require no-soaking-simply cook them together with rice to create a delicious,authentic bibimbap experience. Nutritional Benefits: Packed with concentrated minerals and essentials nutrients, our dried vegetables are naturally rich in dietaryfiber. This makes them an excelent choice for supportin digestive health and promoting healthy blood circulation to the brain. Why Choosr Us: 1) Convenient: No soaking required, ready to cook with rice 2) Nutrious: High in fiber, minerals, andvital nutrients 3) Authentic: Perfect for creating traditional Korean bibimbap at homeor in restaurants.","Distributor, Importer, Buying Cooperative, Buying Office","Instant Food, Vegetable, Instant Food, Vegetable, Instant Food, Vegetable, Instant Food, Vegetable",1. Company Introduction: We are leading producer of premium dried vegetables dessigned for authentic Koreean Bibimbap. 2. Product Highlights: 1) Ready to cook with rice-no soaking required 2) Rich inmineraks and dietary fiber for digestive and brai,OBM,Uncle Gurye,www.guryeuncle.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gurye-Uncle/1S00PDGG8?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0064XGR?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Haeodam Farm Ltd.,"Korea, Republic Of",Manufacturer,Importer,"Food Processing, Health Food, Food Processing Machine, Ginseng","We will be exhibiting black ginseng, which is made by steaming and drying ginseng nine times, as well as easy-to-consume black ginseng stick products made from processed food.s We plan to exhibit our perfectly crafted nine-times-steamed black ginseng",ODM,haeodam,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Haeodam-Farm-Ltd-/1S00PDT7M?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065J6Z?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"HaiLun Zhongji Agricultural and By_Products Processing Co.,ltd",Chinese Mainland,,"Manufacturer, Exporter","Sauce, Snack","Made from premium fresh scallions, additive-free, crispy and savory with a distinctive aroma, widely used as a seasoning snack for meals.",OBM,,6092965@qq.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HaiLun-Zhongji-Agricultural-and-By-Products-Processing-Co-ltd/1S00PE0B3?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S006681P?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Hailin Yuelaiyihe Mushroom Cooperatives,Chinese Mainland,,"Manufacturer, Exporter",Organic Food & Beverage,Organic edible fungi Lion's mane mushroom Lion's mane mushroom powder Brined lion's mane mushroom,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hailin-Yuelaiyihe-Mushroom-Cooperatives/1S00PE04O?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0066884?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Haiyan County Grape Industry Alliance,Chinese Mainland,,Department Store,,Haiyan grapes,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Haiyan-County-Grape-Industry-Alliance/1S00PDRC9?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065FQF?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Han distillery,"Korea, Republic Of    |    Factory in Korea, Republic Of","Han Distillery Agricultural Corporation Co., Ltd. is a traditional Korean brewery and distillery located in Hansan-myeon, Seocheon-gun, Chungcheongnam-do, Republic of Korea. Based on the 1,500-year heritage of Hansan Sogokju, we produce premium Korean traditional liquors including Yakju and distilled spirits. We manage the entire process from sourcing raw ingredients to brewing, distillation, branding, and sales. Using Korean rice, traditional nuruk, and local ingredients, we reinterpret traditional Korean liquor with a modern and premium style while preserving its authentic character. Our main brands include Sweet day, a premium Korean Yakju, and Nakkkot, a traditional Korean distilled spirit. We are also developing new products such as oak-aged spirits and limited-edition collections. Our products are sold through various online and retail channels in Korea, including Naver Smart Store, Kakao Gift, Coupang, and other major platforms. We are actively expanding into global markets through international exhibitions and export partnerships, with the goal of introducing the value and culture of Korean traditional liquor to the world.",Manufacturer,"Liquor / Fortified Wine, Sake","Sweet day is a premium Korean Yakju with a smooth and rich rice flavor, while Nakkkot is a traditional Korean distilled spirit with a clean and elegant finish. Both products reinterpret Korean tradition with a modern premium style.",OBM,"Sweet day,Nakkkot",www.nanal1992.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Han-distillery/1S00PCKH1?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S006536F?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Hangzhou Qisheng Sturgeon Industry Technology Co., Ltd.",Chinese Mainland,,Buying Office,,Bee Products Sturgeon Caviar,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HANGZHOU-QISHENG-STURGEON-INDUSTRY-TECHNOLOGY-CO-LTD-/1S00PBV4T?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065FMR?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Hangzhou Shengjin Beekeeping Professional Cooperative,Chinese Mainland,,Department Store,Honey,"Robinia honey, linden honey, wild flower honey, local honey, etc",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Sheng-Jin-Beekeeping-Professional-Cooperative/1S00ORXHO?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065FNO?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Hangzhou Wanlong Dry Fruit Foods Co., Ltd.",Chinese Mainland,,Buying Cooperative,,"Sweet potato starch, dried fruits, sesame balls.",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Wanlong-Dry-Fruit-Foods-Co-Ltd-/1S00PDRE3?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065FT6?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
