company name,location,,Nature of Business,Exhibit / Brand / Service Description,Product Strategy,Company Website,HKTDC Events,supplier_url,exhibitor_url,Company Background,Product / Service Range,Brand Name,Booth: 3E-C01   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Certificates,Other Certificates,Booth: 3E-C09   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Booth: 3E-A14   |   Medical Supplies and Disposables   |   ,Booth: 3D-D06   |   Rehabilitation and Elderly Care   |   ,Booth: 3D-D05   |   World of Health and Wellness   |   Chinese Mainland (Jilin),Booth: 3D-D40   |   Startup Zone   |   ,Booth: 3E-F33   |   Hospital Equipment and Digital Health   |   ,Booth: 3E-B25   |   Medical Supplies and Disposables   |   ,Booth: 3E-A38   |   Medical Supplies and Disposables   |   
Tongyu Technology Limited,Hong Kong,,"Manufacturer, Wholesaler, Distributor","Professional medical equipment battery manufacturer and distributor. The medical batteries we develop are used in monitors, ventilators, ultrasound equipment, anesthesia machines, AEDs, defibrillators, injection pumps, infusion pumps.","OEM, ODM",www.tongyu-tech.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tongyu-Technology-Limited/1S00OYFLU,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z8W4,"Professional medical equipment battery manufacturer and distributor. The medical batteries we develop are used in monitors, ventilators, ultrasound equipment, anesthesia machines, AEDs, defibrillators, injection pumps, infusion pumps. We can customize any medical battery pack according to customer product equipment.","Electronmedical Equipment, Smart Robot, Diagnostic Equipment, Diagnostic Imaging and IVD, Rescue Equipment and Service, Patient Monitoring System","JINWO,TONGYU",,,,,,,,,,,
Top-Sharp International Enterprise Limited,Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Buying Cooperative, Importer, Buying Office, Service Company, Distributor, Export Agent, Consulate and Trade Commission, Wholesaler, Import Agent, Manufacturer",Walking Aids Bathroom and Toileting Safety Wheelchairs and Rollators Transfer and Moving Hospital and Home Furniture Air and foam Mattress and Pillow Outdoor Furniture and Equipment Gas Injection Molding processing Blow Molding processing,"OEM, ODM, Others, OBM",www.topsharp.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical Devices and Supplies Fair 2015,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TOP-SHARP-INTERNATIONAL-ENTERPRISE-LIMITED/1X0911YZ,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YZEV,"Top-Sharp Int'l Enterprise Ltd., since 2004 A professional Manufacturing, Design Engineering and Importing & Exporting healthcare products. One stop Service for Oversea customers. Introducing the worldwide known brand product from oversea to Asia market in order to increase elderly living standard and Independent living. Specification assurance, severe Q.C inspection check, as well as new products development have been our focus in the company. With our manufacturing experience in this industry, plus advanced knowledge in all R&D, we have all the confidence to manufacture all DME (Durable Medical Equipment) with good quality and services for our customers.","Rehabilitation Equipment, Wheelchair, Medical Gloves, Physical Therapy Equipment, Personal Protective Equipment, Transfer and Lifting Aids, Compression Therapy, 3D Printing, Elderly Care Product, Walking Sticks and Walkers","Top-Sharp,FlexyFoot,Surfacecare",,,,,,,,,,,
Webber & Nickel (Int'l) Co Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Custom furniture can be tailored to healthcare professionals' needs, effectively utilizing every inch of space. As medical demands evolve, designs & functions can be adjusted. Such as mobile storage racks, mobile workstations & mobile storage cabinet",OBM,www.wn-int.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC International Sourcing Show 2021 SmartBiz Expo 2018 Hong Kong International Furniture Fair 2007,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Webber-Nickel-Int-l-Co-Limited/1X00JM06,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YYB5,"With 60 years of experience, WEBBER has established ideal workspaces in Hong Kong, becoming a company that integrates design, production, and marketing, while holding a leading position in the Asia-Pacific market. We produce a variety of steel products, filing storage systems, system furniture, and medical furniture, all developed and manufactured in our own facilities. We are proud to be ISO-9001 and ISO-14001 certified. Currently, our domestic factories are moving towards smart manufacturing, with a production area of 50,000 square meters.",Ward Facilities,WEBBER,,,Mobile filing cabinet test Issued By SGS Type - Valid Date (N/A) - (N/A) occupational HEALTH AND SAFETY MANAGEMENT SYSTEM CERTIFICATE Issued By CNAS Type - Valid Date (N/A) - 12 Jan 2021 Show More,,,,,,,,
"Youlumi (HK) Co, Ltd.",Hong Kong,,"Distributor, Export Agent, Exporter, Wholesaler, Shopping Mall, Retailer, Buying Cooperative, Trade/Industrial Organisation, Chain Store, Buying Office","Red therapy light Panel, Red therapy light sleeping bag, Red therapy light mat, Red therapy light cap, Light therapy face mask, Light therapy feet legs","OEM, ODM",www.youlumi.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong Gifts & Premium Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Youlumi-HK-Co-Ltd-/1X09SXXC,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z4FN,,"Skin Care, Hair Care, Oral Care, Electronic Health Product, Health Management and Consultancy, Hardware Cosmetology, Healthcare Product",,,,,,,,,,,,
"Changchun Wancheng Bio-Electron Co., Ltd.",Chinese Mainland,,,"Changchun Wancheng Bio-Electron Co., Ltd. was set up in 2002 and specialized in research and develop-ment, production and sales of Medical Appliances and Reagents. We are a professional manufacturer of Medical Urine Test Strips,Water Test Strips,",,www.ccvansful.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 SmartBiz Expo 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changchun-Wancheng-Bio-Electron-Co-Ltd-/1S00NOGH5,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RP6,"Changchun Wancheng Bio-electron Engineering Co., Ltd. was established in 2002 with a registered capital of 20 million yuan. It is a national high-tech enterprise engaged in the R&D, production and sales of in vitro diagnosis and family health testing projects. Our company mainly focuses on international trade, and most of our export products fall under the general health category of medical devices and medical consumables. More than hundreds of products basically cover various aspects such as disease prevention, scientific sports, food safety, healthy water usage, and pet disease detection etc. Our company is headquartered in Changchun City, Jilin Province. It has established two specialized R&D centers in ShenZhen and Beijing, equipped with professional laboratories and internationally advanced equipment. Among them, the Changchun headquarters is backed by strong scientific research capabilities universities such as Jilin University, Northeast Normal University, and Beijing University of Science and Technology, committed to transforming international cutting-edge biotechnology achievements into productivity. We have a modern diversified production and R&D base of 27,000 square meters, which includes 5 fully automated assembly lines operating in the workshop.",,VANSFUL,,,,,,,,,,,
"Changzhou DSB Medical Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,,"male external catheter, fecal management system, nebulizer",,www.dsbmedical.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Lifestyle Sourcing Show | Physical + Online,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-DSB-Medical-Co-Ltd-/1S00O0P6T,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QE4,,,,,,ISO13485 Issued By intertek Type - Valid Date (N/A) - 14 Jul 2023,,,,,,,,
"Chongqing Qimeisi Medical Equipment Co., Ltd",Chinese Mainland,,,Anti-reflux drainage bag; Precision drainage bag; Negative pressure drainage device; Sterile negative pressure drainage device set; Medical silicone urine sheath,,http://www.023qms.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Qimeisi-Medical-Equipment-Co-Ltd/1S00PC891,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S7N,,,,,,,,,,,,,,
"GuangZhou Supbio Bio-technology and Science Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Retailer, Government, Professional Association, Export Agent",Total HIV DNA load test is the only test to date that covers clinical demands of the entire course of HIV infection from the initiation of HIV-I infection to cure.,OBM,www.supbio.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GuangZhou-Supbio-Bio-technology-and-science-Co-Ltd/1S00P7PF2,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z4JB,,Precision Medicine,Supbio,,,,,,,,,,,
"Shenzhen Apexflux Biotech Co., Ltd.",Chinese Mainland,,"Manufacturer, Service Company","CBE Technology is a non - invasive bioinformatics modulation technology, grounded in the theories of bio-photonics and bio-electromagnetics.",OEM,apexfluxcbe.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Apexflux-Biotech-Co-Ltd-/1S00PBUC6,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RBC,"Apexflux Biotech Limited is a leading bioinformatics technology company jointly established by a Hong Kong-based investment firm, with XinZhou Biotech Limited and ShengYang Technologies Limited. The company focuses on transforming bioinformatics technologies to natural healing solutions, and applies its' related research results to the fields of medical rehabilitation, medical aesthetics, anti - aging, and general health wellness.","Health Management and Consultancy, Medical and Healthcare Service, Immune System Booster",,,,A biological compensatory physical therapy system Issued By China National Intellectual Property Administration Type OTHERS Valid Date 30 Jan 2024 - 30 Jan 2034 A cultivation tray with controllable quantity Issued By China National Intellectual Property Administration Type OTHERS Valid Date 23 May 2023 - 23 May 2033 Show More,,,,,,,,
"Shenzhen Yuxing Industry Co., Ltd.",Chinese Mainland,,Manufacturer,保温配餐车/不锈钢置物架,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2019 HKTDC Hong Kong International Medical Devices and Supplies Fair 2018 HKTDC Hong Kong Houseware Fair 2018 HKTDC Hong Kong Houseware Fair 2017 HKTDC Hong Kong Houseware Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Yuxing-Industry-Co-Ltd/1X00DJ1E,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z4K8,"Shenzhen Yuxing Industry Co., Ltd was established in year of 1990 in Shenzhen, China, specialized in producing stainless steel wire shelving and involving in stainless steel accessory products. From 1990 up to now, Yuxing has grown from beginner to be well recognized by overseas customers today. As a reliable and leading manufacturer of wire shelving and industrial shelving system, Yuxing pays great attention to product quality and after-sales services, so as to establish friendly cooperative relations with customers and always maintain the faithful relationship.",Medical Preparation & Production Equipment,,,,ISO9001 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A),,,,,,,,
"Sinicline Technology Co., Ltd",Chinese Mainland,,Manufacturer,"Packaging solution for Medical Packaging, Oral Care Packaging Solution, Health Care Products Packaging solution","OEM, ODM",www.pinespack.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sinicline-Technology-Co-Ltd/1S00P0A4E,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z8ZV,,"Dental Supplies, Elderly Care Product, Healthcare Product, Medical Consumable",,,,,,,,,,,,
Sonoma Pharmaceuticals Inc,USA    |    Factory in Mexico,,Manufacturer,"Hypochlorous acid products based on our patented Microcyn technology for a wide range of applications, including wound care, dermatology and eye care.","OBM, ODM",www.sonomapharma.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sonoma-Pharmaceuticals-Inc/1S00P9YJH,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005ZS08,"Sonoma Pharmaceuticals is a global healthcare leader for developing and producing stabilized hypochlorous acid (HOCl) products for a wide range of applications, including wound, eye, oral and nasal care, dermatological conditions, podiatry, animal health care and non-toxic disinfectants. Sonoma’s products are clinically proven to reduce itch, pain, scarring, and irritation safely and without damaging healthy tissue. In-vitro and clinical studies of HOCl show it to safely manage skin abrasions, lacerations, minor irritations, cuts, and intact skin.  Sonoma’s products are sold either directly or via partners in over 55 countries worldwide and the company actively seeks new distribution partners. The company's principal office is in Boulder, Colorado, with manufacturing operations in Guadalajara, Mexico. European marketing and sales are headquartered in Roermond, Netherlands.","Wound Care & Dressing, Elderly Care Product, Skin Care","Microcyn,Regenacyn,Reliefacyn",,,,,,,,,,,
