booth_no,company_name_cn,company_name_en,expo_show_id,expo_enterprises_exhibit_id,expo_enterprises_id,expo_manual_form_exhibit_id
E2-B202,斯美沃欧特堡（上海）夹具有限公司,"SMW-AUTOBLOK(Shanghai) Work Holding Co.,Ltd.",12,17365,1781,16770
E2-B203,广州台茂精密机械有限公司,"GUANGZHOU TAIMAO PRECISION MECHANISM CO.,LTD.",12,16925,4276,16261
E2-B204,力劲精密机械（昆山）有限公司,L.K.PRECISION MACHINERY(KUNSHAN)CO.LTD,12,17732,4344,18010
E2-B281,伊莉莎冈特贸易(上海)有限公司,"ELESA+GANTER CHINA CO.,LTD.",12,18465,1523,0
E2-B282,太仓喜拿卡液压气动有限公司,"HINAKA Fluid Power CO.,LTD",12,17357,7091,0
E2-B283,西技联贸易（北京）有限责任公司,"EUROLINK TECH. & TRADE (BEIJING) CO., LTD",12,16567,1696,17671
E2-B301,翰默（上海）贸易有限责任公司,"Haimer (Shanghai) Trading Co., Ltd",12,16493,1670,16938
E2-B302,臻賞工業股份有限公司,"CHEN SOUND INDUSTRIAL CO.,LTD",12,17271,1660,17958
E2-B303,上海德霄精密机械有限公司,"GP INTERNATIONAL CO., LTD",12,16395,1166,17162
E2-B304,英纳国际贸易（大连）有限公司,"INNA International Trade(DaLian)Co.,Ltd",12,18602,1494,17836
E2-B311,黑马赵防护技术（青岛）有限公司,HEMA ZHAO Schutz Technologie GmbH Germany,12,16696,1730,16525
E2-B312,昆山弘迪精密机械有限公司,"DE-SHIN PRECISION  MACHINE CO.,LTD.",12,17068,1747,16780
E2-B313,常州亘源数控设备有限公司,"Changzhou Genyuan CNC Equipment Co., Ltd",12,17813,1677,0
E2-B314,奥地利魏因加特纳机械制造有限公司,"Weingärtner Maschinenbau GmbH ,Rep.Office Beijing",12,17701,6835,17421
E2-B315,比雅斯贸易（上海）有限公司,"Biesse Trading (Shanghai) Co., Ltd",12,18287,4579,20487
E2-B381,贺尔碧格精密旋转器（大连）有限公司,"HOERBIGER Precision Rotary Union (Dalian) Co.,Ltd.",12,17207,2594,20515
E2-B382,沃达迈灯具制造（上海）有限公司,"Waldmann Lighting (Shanghai) Co., Ltd.",12,18399,1788,17192
E2-B383,格兰富水泵（上海）有限公司,"Grundfos Pumps (Shanghai) Co., Ltd",12,18473,1522,16784
E2-B385,上海昱彦精密机械有限公司,Shanghai Yuyan precision machinery co.ltd,12,17465,6378,17601
E2-B401,台钰精机（浙江）有限公司,"Taiyucnc(Zhejiang)Co.,Ltd",12,17086,1930,0
E2-B402,上海昱安科贸有限公司,"Shanghai Sonnett Co., Ltd.",12,18125,1551,19236
E2-B403,丽驰精密机械(嘉兴)有限公司,LITZHitech,12,16637,9151,18522
E2-B404,事德拿（上海）智能科技有限公司,"THSDRN(SHANGHAI)INTELLIGENT TECHNOLOGY CO.,LTD",12,17644,5142,19593
E2-B405,南京拓洋智能科技有限公司,"Nanjing Toseiko Intelligent Technology CO.,LTD.",12,17789,9365,16270
E2-B411,中贸精密机械（江苏）有限公司,"MAIKE CNC JIANGSU CO.,LTD",12,17598,3358,19550
E2-B412,冈田智能（江苏）股份有限公司,"Okada Intelligence (Jiangsu) Co. , Ltd.",12,18784,1607,0
E2-B413,天津龙创恒盛实业有限公司,"Tianjin Longchuang Hengsheng Industrial Co.,Ltd.",12,17209,76,17013
E2-B414,艾斯哈威主轴技术（深圳）有限公司,"SHW Spindle Technology (Shenzhen) Co., Ltd",12,16586,9147,17352
E2-B481,伊赛奥（苏州）自动化有限公司,"isel（suzhou）Automation Co.,Ltd",12,18170,8381,19977
E2-B482,天津睿丰精密机械有限公司,"Tianjin Ruifeng precision Machinery Co., LTD",12,18534,6921,16687
E2-B483,仁硕（上海）机械有限公司,RS,12,16373,7487,20450
E2-B501,上海新日升传动科技股份有限公司,"SHANGHAI SUN RISING TRANSMISSION TECHNOLOGY CO., LTD.",12,17392,8279,20402
E2-B502,上海翼联工贸有限公司,Elink (shanghai) Industrial & Trade Ltd.,12,17208,9063,0
E2-B503,嘉兴永佳精密机械制造有限公司,"EVERMORE MACHINE CO.,LTD.",12,16618,4956,16823
E2-B504,河南帆尔特智能装备有限公司,"CM.Co.,Ltd",12,18320,8193,17692
E3-A001,森泰英格（成都）数控刀具股份有限公司,"CENTECH-EG Co., Ltd.",12,16409,568,0
E3-A002,达时科科技有限责任公司,Dasqua Technology LTD.,12,17835,3280,17735
E3-A101,株洲钻石切削刀具股份有限公司,"Zhuzhou Cemented Carbide Cutting Tools Co., Ltd.",12,17214,544,18418
E3-A102,浙江上优刀具有限公司,"Zhejiang Shangyou Tools Co., Ltd.",12,17366,583,20486
E3-A103,美戈利（浙江）科技有限公司,"Magally (Zhejiang) Technology Co. ,Ltd",12,17416,3749,17074
E3-A105,威海威硬工具股份有限公司,"WEIHAI WEIYING TOOL CO., LTD.",12,16649,580,17203
E3-A106,成都新成量工具有限公司,"CHENGDU NEW CHENGLIANG TOOLS CO., LTD.",12,16369,542,17429
E3-A111,北京沃尔德金刚石工具股份有限公司,"Beijing Worldia Diamond Tools Co., Ltd.",12,16654,559,17667
E3-A112,沃尔德(嘉兴)硬质合金数控工具有限责任公司,"Worldia (Jiaxing) Cemented Carbide CNC Tools Co., Ltd.",12,16653,6866,0
E3-A113,成都长城切削刀具有限责任公司,"CHENGDU GREAT WALL CUTTING TOOLS CO., LTD",12,18129,6932,17405
E3-A115,江西江钨硬质合金有限公司,"Jiangxi Jiangwu Cemented Carbide Co., Ltd.",12,16749,553,0
E3-A116,恒锋工具股份有限公司,"EST TOOLS CO.,LTD.",12,16392,560,18176
E3-A181,常州恒鼎工具制造有限公司,"Changzhou Hengding Tools Manufacturing Co.,LTD",12,17129,942,20643
E3-A182,广东伯克希尔科技有限公司,guangdong berkshire technology ltd.,12,18294,4934,18388
E3-A183,东莞市圣高机械科技有限公司,"Dongguan Shenggao Mechanical technology Co,.LTD.",12,16694,7010,20280
E3-A185,东莞市龙晶微钻精密工具有限公司,"Dongguan ChinaMicroDrill Precision Tool Co.,Ltd",12,16468,1880,0
E3-A201,戴杰磨床有限公司,"DJTOL GRINDING MACHINE  CO.,LTD",12,17974,1932,18949
E3-A202,浙江美日智能装备有限公司,"ZHEJIANG MEIRI INTELLIGENT MACHINERY CO., LTD",12,17433,115,20454
E3-A203,赣州市普希德工具有限公司,"Ganzhou Power Creative Development tools Co.,Ltd.",12,16879,121,17384
E3-A205,深圳市中勋精密机械有限公司,"Shenzhen zhongxun Precision Machinery Co.,Ltd",12,16581,6862,18045
E3-A206,南京汇唐机械设备科技有限公司,"Nanjing Hui Tang machinery and equipment Technology Co.,Ltd.",12,17788,3139,16979
E3-A211,北京海宝精机数控机械有限公司,"Beijing Hi-Pro CNC Machine Co.,LTD",12,17956,1901,16948
E3-A212,东莞市千岛机械制造有限公司,"DONGGUAN QIANDAO PRECISION MACHINERY MANUFACTURE CO.,LTD",12,16739,782,16664
E3-A213,浙江台星智能装备有限公司,"Zhejiang Taixing Intelligent Equipment Co. , Ltd.",12,17215,1918,19273
E3-A215,广东原点智能技术有限公司,"Guangdong Original Point Intelligent Technology Co.,Ltd",12,17520,5151,17769
E3-A281,桐乡市三精自动化科技有限公司,"Tongxiang Sanjing M&E Co., Ltd.",12,16917,484,16608
E3-A282,济南博特威精密机械有限公司,"Jinan Betterway Precision Machinery Co., Ltd.",12,17923,234,20143
E3-A283,宁波市翰琛数控刀具制造有限公司,"Ningbo Hanchen Numerical Control Cutting Tool Manufacturing Co.,LTD",12,17826,7698,18658
E3-A285,三门东鹰机械有限公司,"Sanmen Dongying Machinery Co., Ltd.",12,18194,506,17515
E3-A286,上海黑格数控科技有限公司,Shanghai Helix CNC Sci.&Tech.Co.Ltd.,12,18416,781,20352
E3-A301,松德刀具（浙江）股份有限公司,"Songde Tools (Zhejiang) Co., Ltd.",12,17710,101,0
E3-A302,泰州市利优精密机械有限公司,"Taizhou Liyou Precision Machinery Co., Ltd.",12,18307,116,20031
E3-A303,厦门创云精智机械设备股份有限公司,"Xiamen Chuangyun Jingzhi Machinery Co., Ltd.",12,17839,105,18686
E3-A305,陕西涵阳机械有限责任公司,"Shaanxi HanYang Machinery Co.,Ltd",12,18291,4379,19540
E3-A306,长沙中拓创新科技有限公司,"CHN-TOP SCI & TECH CO., LTD.",12,17849,480,18679
E3-A311,浙江良晓精密机械科技有限公司,"Zhejiang Liangxiao high precision machinery technology co., Ltd",12,18290,498,17647
E3-A312,深圳市牧激科技有限公司,"Shenzhen Muji Technology Co., Ltd",12,17756,6524,20620
E3-A313,广东鼎泰高科技术股份有限公司,"Guangdong Dtech Technology Co., Ltd.",12,16768,9172,0
E3-A315,深圳市鑫远见机械制造有限公司,"Shenzhen Xinyuanjian Machinery Manufacturing Co., Ltd.",12,16606,118,17913
E3-A321,北京德铭纳精密机械有限公司,"Beijing Demina Precision Machinery Co., Ltd.",12,18231,103,16798
E3-A322,深圳市瑞珀精工有限责任公司,"SHENZHEN RAINBOW PRECISION CO .,LTD.",12,16857,8136,17336
E3-A323,株洲圣达切削刀具有限公司,"Zhuzhou Sant Cutting Tools Co., Ltd.",12,17137,117,0
E3-A325,苏州星蓝纳米技术有限公司,"Suzhou Shineland Nano Technology Co., Ltd.",12,16772,500,20114
E3-A381,四川英诺航空科技有限公司,"Sichuan Innov Aviation Technology Co., Ltd.",12,18179,5078,20122
E3-A382,苏州沃钛工业技术有限公司,Suzhou Vortex Industrial Technology Ltd.,12,16729,2780,0
E3-A383,台州希娅特科技有限公司,"Taizhou Syat Technology co., ltd",12,16876,4352,0
E3-A385,探戈乐精密切削技术(宁波)有限公司,"Torkoal Precision Cutting Technology (Ningbo) Co., Ltd.",12,18043,8203,17547
E3-A386,伊柯铣科技（广东）有限公司,"EXCEED TECHNOLOGY(GUANGDONG)CO.,LTD.",12,16771,6432,0
E3-A387,昆山长鹰硬质材料科技股份有限公司,"CY CARBIDE MFG.CO.,LTD.",12,18206,940,20189
E3-A401,江苏浦上精密制造科技有限公司,"Jiangsu JCCSG Precision Manufacturing Technology Co., Ltd.",12,16348,4232,16851
E3-A402,浙江荣科翔元机械科技有限公司,"ZHEJIANG RONGKE XIANGYUAN MANCHINERY TECHNOLOGY CO., LTD",12,16900,588,20387
E3-A403,湖南伊特纳金属有限公司,"Hunan Eternal Metal Co., Ltd.",12,16703,4684,20029
E3-A405,株洲新陶新材料有限公司,"Zhuzhou New Cermets Material CO.,LTD",12,16472,4731,20004
E3-A411,浙江甬岭数控刀具有限公司,"ZHEJIANG YOUNIO TOOLS CO.,LTD",12,17038,951,19788
E3-A412,穆格精密工具（杭州）有限公司,"MUGT PRECISION TOOLS (HANGZHOU) CO,LTD",12,16363,2370,0
E3-A413,河南河一工精密工具有限公司,"Henan HeYigong Precision Tools Co., Ltd.",12,16377,557,17444
E3-A421,台州邵氏工具有限公司,"TAI ZHOU SHAOSHI TOOLS CO.,LTD",12,16429,1807,16846
E3-A422,东莞市汇裕昌数控刀具有限公司,"DONGGUAN HUIYUCHANG CNC TOOLS CO., LTD.",12,17143,6727,20621
E3-A423,江苏建民工具有限公司,"Jiangsu Jianmin Tools Co., Ltd.",12,18102,567,18006
E3-A425,宁波利浦刃具有限公司,"Ningbo Lipu Cutting Tools Co., Ltd.",12,18248,565,20389
E3-A431,绵阳市绵工工具有限公司,"Mianyang Miangong Tools Co.,ltd",12,16541,817,19217
E3-A432,山东工具制造有限公司,"SHANDONG TOOL PRODUCTION CO.,LTD",12,16963,938,0
E3-A433,常州蓝丁格尔工具有限公司,"Changzhou Landinger Tools Co.,Ltd",12,16402,7572,17916
E3-A435,哈尔滨工具厂,Harbin Tool Works,12,17315,780,20521
E3-A441,廊坊恒宇工具制造有限公司,"Langfang Hengyu Thread Tools Co., Ltd.",12,16981,487,0
E3-A442,常州艾姆格精密工具制造有限公司,"Changzhou AMG Precision Manufacutre tools CO.,LTD.",12,16650,3081,18323
E3-A443,欧泰迪（四川）数控刀具有限公司,"Oytadi (Sichuan) CNC Tool Co., Ltd.",12,16383,9081,16724
E3-A445,常州市双锐数控刀具有限公司,"Changzhou Shuangrui CNC Tool Co., Ltd",12,16580,7788,0
E3-A446,河北巨昌硬质合金有限公司,"HEBEI JUCHANG HARD ALLOY CO., LTD",12,17121,9235,0
E3-A447,常州市海钢工具厂,Changzhou City Haigang Tools Factory,12,17002,946,0
E3-A448,常州市久多工具有限公司,"Changzhou Jiuduo Tools Co., Ltd.",12,16390,8904,0
E3-A449,四川百匠精密工具有限公司,"Sichuan Baijiang Precision Tools Co., Ltd",12,16343,9093,0
E3-A451,无锡蓝赫精密工具有限公司,"WUXI LACH PRECISION TOOLS CO.,LTD",12,17472,3397,16861
E3-A452,东莞市环盛数控科技有限公司,"Dongguan Huansheng CNC Technology Co., Ltd",12,16643,6672,0
E3-A453,三河市燕郊润德超硬材料有限公司,YANJIAO RUNDE SUPERHARD MATERIAL CO.，LET,12,18715,9622,20632
E3-A455,深圳市畦田达科技有限公司,"Shenzhen Qitianda Techology Co.,Ltd.",12,16579,9144,16568
E3-A481,常州市志伟工具有限公司,"CHANGZHOU CITY ZHIWEI TOOLS CO.,LTD",12,17386,6720,20207
E3-A482,天津英德诺机械设备有限公司,TIANJIN INTERNOR MECHANICAL EQUIPMENT CO;LTD,12,16358,6875,0
E3-A483,常州艾恩希纳米镀膜科技有限公司,"Advanced Nano Coating Technology Co.,Ltd.",12,16821,5111,0
E3-A485,贵州劲锋精密工具有限公司,"GUIZHOU JINFENG PRECISION TOOLS CO.,LTD",12,17650,585,0
E3-A486,常州正河源数控工具有限公司,"ZHENGHEYUAN TOOL CO.,LTD",12,17909,610,18173
E3-A501,无锡瑞邦工具技术有限公司,Wuxi Ruibang Tool Technology Co.Ltd,12,18458,6801,0
E3-A502,威琰机械科技（上海）有限公司,"Wei Yan Mechanical Technology (Shanghai) Co.,Ltd.",12,16354,2438,17631
E3-A503,南昌市恒鑫工具有限责任公司,"NanChang HengXin Tools CO., Ltd",12,16599,2234,0
E3-A505,上海至宝堂机电科技有限公司,"Shanghai zhibaotang electromechanical technology co., ltd",12,16644,4422,0
E3-A506,成都茵普科技有限公司,"CHENG DU YINPU TECHNOLOGY Co.,Ltd",12,18185,7000,19096
E3-A507,宁波汉江工具销售有限公司,NINGBO HANJIANG TOOL SALES CO.LTD,12,17976,6888,16858
E3-A508,江阴市辰炜精密工具有限公司,"JIANGYIN CHENWEI PRECISION TOOLS CO., LTD.",12,17549,2756,18290
E3-A509,江苏锋源工具有限公司,"JIANGSU FENGYUAN TOOLS CO., LTD.",12,16718,7609,17501
E3-B001,赣州澳克泰工具技术有限公司,"Ganzhou Achteck Tool Technology Co., Ltd.",12,17147,102,19670
E3-B101,上海工具厂有限公司,"Shanghai Tool Works Co., Ltd.",12,16465,547,19935
E3-B102,力锋精密工具（浙江）有限公司,"Lifeng Precision Tools(Zhejiang) Co., Ltd.",12,17328,584,18587
E3-B103,哈尔滨第一工具制造有限公司,Harbin No.1 Tool Manufacture Corporation. Ltd.,12,18073,546,18530
E3-B105,国机金刚石（河南）有限公司,"Sinomach Diamond (Henan) Co., Ltd.",12,16691,7579,16788
E3-B105-1,成都工具研究所有限公司,"Chengdu Tool Research Institute Co., Ltd.",12,16388,545,0
E3-B111,株洲华锐精密工具股份有限公司,"Zhuzhou Huarui Precision Cuttting Tools Co., Ltd.",12,17387,549,17351
E3-B112,成都邦普切削刀具股份有限公司,"Chengdu Bangpu Cutting Tools Co., Ltd.",12,17601,571,19211
E3-B113,深圳市金洲精工科技股份有限公司,Shenzhen Jinzhou Precision Technology Corp.,12,17225,556,19950
E3-B115,河冶精密工模具（河北）有限公司,"Heye Tool & Mold Co., Ltd",12,18324,551,17463
E3-B116,郑州市钻石精密制造有限公司,"Zhengzhou Diamond Precision Manufacturing Co., Ltd.",12,17940,548,16519
E3-B181,广东维鼎数控科技有限公司,"Guangdong Weiding CNC Technology Co.,Ltd",12,16642,6565,19126
E3-B182,常州埃特法斯工具有限公司,"Changzhou Aitefasi Tool Co., Ltd.",12,16688,582,0
E3-B183,常州市兆华塑料制品有限公司,"CHANGZHOU ZHAOHUA PLASTICS Co. , Ltd.",12,16669,5005,16735
E3-B201,株洲欧科亿数控精密刀具股份有限公司,"OKE Precision Cutting Tools Co., Ltd.",12,17816,94,19612
E3-B202,湖南博云东方粉末冶金有限公司,"Hunan Boyun-Dongfang Powder Metallurgy Co., Ltd.",12,16726,113,0
E3-B203,温岭市宏中数控刀具有限公司,NC tool in macro,12,17564,5567,0
E3-B205,株洲金特硬质合金有限公司,"Zhuzhou JINTE cemented carbide Co,.ltd",12,16510,2911,19845
E3-B206,宁波三韩合金材料有限公司,"Ningbo Sanhan Alloy Material Co., Ltd",12,17655,98,16958
E3-B211,德一克精密工具（苏州）有限公司,"De One Gram Precision Tools (Suzhou) Co.,Ltd",12,16815,501,18034
E3-B212,汉江工具有限责任公司,HANJIANG TOOL CO LTD,12,16668,8284,20159
E3-B213,山东泰丰宝源数控机床附件有限公司,"Shandong Taifeng Baoyuan Numerical Control Machine Tool Accessories Co., Ltd.",12,16617,107,0
E3-B215,株洲博欧硬质合金有限公司,"Zhuzhou Boou Hard Alloy Co., Ltd.",12,16750,435,17990
E3-B216,广东华升纳米科技股份有限公司,"GUANGDONG HUASHENG NANOTECHNOLOGY CO., LTD",12,17920,3074,17520
E3-B281,浙江浪潮精密机械有限公司,"Zhejiang Langchao Precision Machinery Co., Ltd.",12,16543,7098,0
E3-B282,上海洛友精密工具有限公司,"Shanghai Luoyou Precision Tools Co.,Ltd.",12,16803,7085,0
E3-B283,恩思切削工具（江苏）有限公司,ENS Cutting Tools (Jiangsu) LTD,12,16482,1836,16531
E3-B285,常州聚美精密工具有限公司,"CHANGZHOU JOOMEI PRECISION TOOL CO.,LTD.",12,16647,6491,0
E3-B301,浙江欣兴工具股份有限公司,"Zhejiang Xinxing Tools Co., Ltd.",12,16344,554,20269
E3-B302,河冶科技股份有限公司,"HEYE SPECIAL STEEL CO., LTD",12,17234,939,0
E3-B303,太原工具厂有限责任公司,"Taiyuan Tool Factory CO.,LTD.",12,18110,564,20043
E3-B305,江苏天工精密工具有限公司,JIANGSU TIANGONG PRECISION TOOLS COMPANY LIMITED,12,18126,590,0
E3-B306,河南四方达超硬材料股份有限公司,"SF DIAMOND CO.,LTD.",12,18493,700,19970
E3-B307,上海名古屋精密工具股份有限公司,"Shanghai Nogoya Precision Tools Co., Ltd.",12,17469,555,20091
E3-B311,苏州新锐合金工具股份有限公司,Shareate Tools Ltd,12,17227,3290,0
E3-B312,台州市恒大刀刃具有限公司,Tai zhou heng da cutting tool,12,16737,2500,0
E3-B313,上海井研精密工具有限公司,"Shanghai Jingyan Precision Tools Co,Ltd",12,17424,1935,16725
E3-B315,大连远东工具有限公司,TDC Cutting Tools Inc.,12,18118,558,20401
E3-B321,常州三喜数控刀具有限公司,CHANG ZHOU SAN XI SHU KONG DAO JU YOU XIAN GOBF SI,12,17443,7548,16804
E3-B322,苏州永之越数控科技有限公司,Suzhou Yongzhiyue CNC Technology Co.Ltd.,12,17847,3169,0
E3-B323,江阴塞特精密工具有限公司,"Jiangyin SAT Precision Tool Co., Ltd",12,18380,948,19625
E3-B325,一汽天奇精锐（常州）工具有限公司,"Faw Tianqi Precision (Changzhou) Tools Co., Ltd.",12,16953,581,16513
E3-B326,江西江硬新材料有限公司,JiangxiJiangyingXinCaiLiaoYouxiangs,12,18576,9555,20548
E3-B381,德州国昌机械有限公司,"Dezhou Guochang Machinery Co.,LTD",12,16403,2815,17753
E3-B382,圆兴（厦门）精密工具有限公司,XIAMEN YUANXING PRECISION TOOL CO;LTD,12,17607,566,16566
E3-B383,无锡方寸工具有限公司,"Wuxi FCTOOLS Co., Ltd.",12,17949,552,17554
E3-B385,常州市纳固精密工具有限公司,"CHANGZHOU CITY NAGU PRECISION TOOLS CO,LTD.",12,16769,6518,0
E3-B401,浙江神钢赛欧科技有限公司,"Zhejiang SGSO Technology Co., Ltd.",12,16501,112,0
E3-B402,苏州秀钻精密工具有限公司,"Suzhou Xiuzuan Precision Tool  Co.,Ltd.",12,17318,3193,18146
E3-B403,烟台富勒姆刀具有限公司,"Yantai Fullove Cutting Tools Co., Ltd.",12,16457,424,17026
E3-B405,哈尔滨山纳工具制造有限公司,"HARBIN SHANNA TOOLS MANUFACTURE CO.,LTD",12,17261,100,17700
E3-B411,常州法兰特工具有限公司,"Changzhou Falante Tools Co., Ltd.",12,17304,510,0
E3-B412,哈尔滨圣洋工具厂,Harbin ShengYang Tools Factory,12,16478,516,20262
E3-B413,西安超克能超声技术研究院有限公司,CHAOKENENG,12,17727,3123,17262
E3-B415,广东鑫信智能装备有限公司,"GUANGDONG CINCY INTELLIGENT EQUIPMENT CO.,LTD.",12,18505,3342,0
E3-B421,太仓瑞鼎精密机械科技有限公司,"Retooling Precision Machining Tech (TaiCang)Co.,Ltd.",12,17025,3996,18818
E3-B422,济宁捷合机械有限公司,"Jining Jiehe Manufacturing Co.,LTD",12,17165,713,17125
E3-B423,阿斯图精密工具（上海）有限公司,"AST Precision Tools (Shanghai) Co., Ltd.",12,17661,502,18289
E3-B431,常州市耐力工具厂,Changzhou City Naili Tools Factory,12,16889,111,19299
E3-B432,喜威一（北京）刀具有限公司,"CVE (Beijing) Carbide Tools Co., Ltd.",12,16671,488,18159
E3-B433,上海哈宇工具有限公司,"Shanghai Hayu Tool Co., Ltd.",12,17739,108,18538
E3-B435,河北恒凯硬质合金科技有限公司,"Hebei Hengkai Cemented Carbide Technology Co.,Ltd",12,16638,595,0
