exhibitor_id,company_name,exhibitor_type,parent_exhibitor_id,area,hall,booth,detail_url,source_page,source_position
parent:1185:co-exhibitor:11,▸ Responsive Drip Irrigation,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,710
parent:1185:co-exhibitor:12,▸ Snapp Ocean Data Solutions,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,711
parent:1185:co-exhibitor:13,▸ Squirrel Education,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,712
parent:1185:co-exhibitor:14,▸ The AM lab,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,713
parent:1185:co-exhibitor:15,▸ Theion,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,714
parent:1185:co-exhibitor:16,▸ Tokenyze (Warehaus),co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,715
parent:1185:co-exhibitor:17,▸ peaq,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,716
parent:1306,Ukraine IT Pavilion,parent,,Global Park,|,5H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,717
parent:1306:co-exhibitor:1,▸ ELEKS,co_exhibitor,1306,Global Park,|,5H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,718
parent:1306:co-exhibitor:2,▸ IT Ukraine Association,co_exhibitor,1306,Global Park,|,5H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,719
parent:230,"Umezu Lab., Waseda University",parent,,Next Generation Park,|,4H310,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,720
parent:161,VALUENEX Japan Inc.,parent,,General Exhibits,|,7H517,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,721
parent:208,Vantiq K.K.,parent,,General Exhibits,|,8H132,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,722
parent:77,VCCI Council,parent,,General Exhibits,|,8H125,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,723
parent:259,VHEXLAB,parent,,Next Generation Park,|,4H017,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,724
parent:152,Vigorousone,parent,,Next Generation Park,|,4H421,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,725
parent:39,VisasQ Inc.,parent,,General Exhibits,|,7H330,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,726
parent:145,"Visual Semiconductor,Inc.",parent,,General Exhibits,|,7H435,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,727
parent:169,VMFi Inc,parent,,Next Generation Park,|,4H246,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,728
parent:258,"Wada Laboratory, Institute of Science Tokyo",parent,,Next Generation Park,|,4H413,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,729
parent:312,WASEDA University,parent,,Next Generation Park,|,4H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,730
parent:243,Weather Business Consortium,parent,,General Exhibits,|,7H504,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,731
parent:309,West Japan Railway Company,parent,,General Exhibits,|,7H110,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,732
parent:1305,WhiteLab,parent,,Next Generation Park,|,,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,733
parent:1232,WineBank Corp.,parent,,Next Generation Park,|,4H238,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,734
parent:198,Wireless Power Transfer Consortium for Practical Applications,parent,,General Exhibits,|,7H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,735
parent:198:co-exhibitor:1,▸ Asahi Kasei Microdevices Corporation,co_exhibitor,198,General Exhibits,|,7H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,736
parent:198:co-exhibitor:2,"▸ DKK Co., Ltd.",co_exhibitor,198,General Exhibits,|,7H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,737
parent:198:co-exhibitor:3,▸ NICHICON CORPORATION,co_exhibitor,198,General Exhibits,|,7H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,738
parent:198:co-exhibitor:4,▸ Panasonic Holdings Corporation,co_exhibitor,198,General Exhibits,|,7H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,739
parent:198:co-exhibitor:5,"▸ Panasonic System Networks R&D Lab. Co., Ltd.",co_exhibitor,198,General Exhibits,|,7H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,740
parent:70,"WIZAPPLY Co., Ltd",parent,,X (Transformation) Park,|,5H406,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,741
parent:1052,WOTA CORP.,parent,,General Exhibits,|,8H405,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,742
parent:113,"Wovn Technologies, Inc.",parent,,General Exhibits,|,8H402,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,743
parent:139,"XGRIDS JAPAN Co., Ltd.",parent,,General Exhibits,|,7H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,744
parent:62,xMEMS,parent,,General Exhibits,|,5H432,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,745
parent:204,"Y's Assist Co., Ltd",parent,,Next Generation Park,|,4H146,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,746
parent:369,"Yamagata University INOEL, Organic & Next-generation Solar Cell Division",parent,,Next Generation Park,|,4H417,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,747
parent:350,Yamaguchi Prefectural Government,parent,,General Exhibits,|,8H117,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,748
parent:261,yellba Inc.,parent,,Next Generation Park,|,4H234,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,749
parent:187,Yokohama National University,parent,,Next Generation Park,|,4H411,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,750
parent:1260,YPLASMA,parent,,Next Generation Park,|,4H145,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,751
parent:46,Yukai Engineering Inc.,parent,,General Exhibits,|,8H129,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,752
parent:115,Zero To One Lab Inc.,parent,,Next Generation Park,|,4H338,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,753
parent:302,"Zerokyori Co., Ltd.",parent,,Next Generation Park,|,4H322,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,754
parent:291,ZeroOne lnc.,parent,,Next Generation Park,|,4H143,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,755
parent:308,"Zeteoh, Inc.",parent,,Next Generation Park,|,4H242,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,756
